Category,Age Class,Age DR,Age Chi-Square,Body Class,Body DR,Body Chi-Square,Gender Class,Gender DR,Gender Chi-Square,Hair Class,Hair DR,Hair Chi-Square,Race Class,Race DR,Race Chi-Square,Validage Class,Validage DR,Validage Chi-Square,Validbody Class,Validbody DR,Validbody Chi-Square,Validgender Class,Validgender DR,Validgender Chi-Square,Validhair Class,Validhair DR,Validhair Chi-Square,Validrace Class,Validrace DR,Validrace Chi-Square
CleanAndJerk,young,0.125,66.78571428571428,thin_and_short,0.23809523809523808,74.0,male,0.4107142857142857,46.285714285714285,red,0.09821428571428571,149.9642857142857,white,0.06547619047619048,68.32142857142856,young,0.1636904761904762,25.410714285714285,thin_and_short,0.24702380952380953,88.625,male,0.4107142857142857,46.285714285714285,red,0.16071428571428573,92.57142857142856,white,0.06696428571428571,74.75
CliffDiving,kid,0.2210144927536232,296.1449275362319,thin_and_short,0.19021739130434784,206.17391304347825,male,0.39855072463768115,48.72463768115942,red,0.05676328502415459,78.78260869565217,white,0.05434782608695652,41.65217391304348,kid,1.0,0.0,thin_and_short,0.4492753623188406,87.68115942028986,male,0.4420289855072464,81.42028985507247,blonde,0.1105072463768116,73.30434782608695,white,0.05434782608695652,47.30434782608695
CricketBowling,kid,0.1420863309352518,102.12230215827338,wide_and_short,0.42805755395683454,70.51079136690647,male,0.2733812949640288,1.2158273381294964,brown,0.06474820143884892,38.23021582733813,black,0.07673860911270983,154.3093525179856,kid,0.2014388489208633,69.76978417266187,wide_and_short,0.4352517985611511,76.32374100719424,female,0.2517985611510791,0.007194244604316547,red,0.06762589928057554,38.589928057553955,black,0.11366906474820145,143.55395683453239
CricketShot,kid,0.1122754491017964,54.868263473053894,wide_and_short,0.23353293413173654,122.05988023952096,male,0.46407185628742514,122.44910179640719,red,0.0658682634730539,38.00000000000001,black,0.12095808383233533,175.4251497005988,kid,0.12574850299401197,85.8622754491018,wide_and_short,0.3562874251497006,30.18562874251497,male,0.46407185628742514,122.44910179640719,brown,0.08263473053892216,78.23952095808383,black,0.1281437125748503,215.24550898203591
CuttingInKitchen,kid,0.16136363636363638,97.63636363636363,thin_and_tall,0.175,119.67272727272726,female,0.3181818181818182,8.181818181818182,blonde,0.05454545454545454,75.12727272727273,mexican,0.08181818181818182,106.98181818181821,kid,0.24848484848484848,86.03636363636363,thin_and_tall,0.2787878787878788,125.30909090909091,female,0.33181818181818185,11.781818181818181,blonde,0.08181818181818182,54.27272727272727,mexican,0.10727272727272727,83.0
Diving,kid,0.17666666666666667,194.58666666666667,wide_and_short,0.49666666666666665,146.02666666666667,female,0.41,61.44,red,0.092,159.6,black,0.15833333333333333,125.78666666666668,kid,0.45,96.0,wide_and_short,1.0,0.0,female,0.48,126.96,red,0.17555555555555555,51.24,black,0.24444444444444444,114.75999999999999
Drumming,kid,0.17236024844720496,174.0310559006211,wide_and_short,0.3447204968944099,23.111801242236027,male,0.43788819875776397,90.93788819875776,brown,0.08074534161490683,67.91304347826087,white,0.19668737060041408,57.29192546583852,kid,0.2525879917184265,130.59627329192548,wide_and_short,0.32608695652173914,14.91304347826087,male,0.46273291925465837,116.5776397515528,brown,0.08322981366459627,82.19875776397514,white,0.18012422360248448,35.56521739130435
Fencing,kid,0.15990990990990991,120.17117117117117,wide_and_short,0.2672672672672673,115.02702702702703,male,0.38738738738738737,33.52252252252252,white,0.14414414414414414,72.45945945945945,asian,0.09009009009009009,81.92792792792793,kid,0.36036036036036034,21.63063063063063,wide_and_short,0.38288288288288286,31.36036036036036,male,0.35135135135135137,18.243243243243242,white,0.1981981981981982,34.10810810810811,asian,0.19519519519519518,32.270270270270274
FieldHockeyPenalty,kid,0.1488095238095238,97.42857142857142,wide_and_short,0.2896825396825397,3.1746031746031744,male,0.30158730158730157,5.365079365079365,blonde,0.15555555555555556,267.6507936507936,black,0.04894179894179894,37.23809523809524,kid,0.21428571428571427,58.61904761904762,wide_and_short,0.2619047619047619,0.2857142857142857,female,0.25396825396825395,0.031746031746031744,blonde,0.4603174603174603,89.17460317460318,black,0.06190476190476191,26.46031746031746
FloorGymnastics,kid,0.15,88.408,thin_and_short,0.124,102.80799999999999,female,0.424,60.552,blonde,0.1344,182.0,white,0.096,43.032,kid,0.22933333333333333,71.344,thin_and_short,0.292,3.528,female,0.484,109.512,blonde,0.208,226.64799999999997,black,0.16,13.552000000000001
FrisbeeCatch,kid,0.1765873015873016,152.03174603174602,thin_and_short,0.2777777777777778,1.5555555555555556,male,0.42063492063492064,58.698412698412696,blonde,0.09047619047619047,69.55555555555557,white,0.16137566137566137,29.19047619047619,kid,0.36507936507936506,26.6984126984127,thin_and_short,0.3134920634920635,8.126984126984127,male,0.45634920634920634,85.84126984126983,blonde,0.09841269841269841,80.58730158730158,black,0.17989417989417988,43.19047619047619
FrontCrawl,kid,0.11496350364963503,87.37956204379563,thin_and_short,0.2773722627737226,1.6423357664233578,female,0.38686131386861317,41.058394160583944,red,0.145985401459854,249.31386861313868,indian,0.0413625304136253,25.087591240875916,kid,0.17274939172749393,38.5985401459854,thin_and_short,0.31386861313868614,8.941605839416058,female,0.3759124087591241,34.75182481751825,red,0.18795620437956204,187.81751824817516,black,0.07883211678832117,44.42335766423358
GolfSwing,young,0.11690647482014388,70.12230215827338,wide_and_tall,0.08812949640287769,7.964028776978418,male,0.4892086330935252,127.2589928057554,white,0.05611510791366906,10.892086330935252,black,0.050359712230215826,35.690647482014384,young,0.15347721822541965,21.85611510791367,wide_and_tall,0.09172661870503597,15.100719424460433,male,1.0,0.0,white,0.053237410071942444,9.381294964028775,black,0.09640287769784173,82.40287769784175
Haircut,young,0.30256410256410254,193.7230769230769,wide_and_short,0.15,94.55384615384617,female,0.4269230769230769,65.1076923076923,black,0.0641025641025641,97.8153846153846,asian,0.07564102564102564,159.9384615384615,young,0.47692307692307695,107.1076923076923,wide_and_short,0.2128205128205128,56.41538461538461,female,0.4346153846153846,70.8923076923077,black,0.08153846153846153,70.46153846153847,asian,0.14038461538461539,106.12307692307692
HammerThrow,kid,0.19166666666666668,227.12,thin_and_short,0.17666666666666667,180.18666666666667,male,0.2633333333333333,0.4266666666666667,red,0.08933333333333333,62.53333333333333,white,0.06,69.28,kid,0.46,105.84,thin_and_short,0.25555555555555554,131.16,female,0.26666666666666666,0.6666666666666666,red,0.092,87.6,white,0.07066666666666667,44.13333333333333
Hammering,young,0.11964285714285715,51.885714285714286,thin_and_short,0.18571428571428572,47.028571428571425,male,0.45714285714285713,96.11428571428571,brown,0.06547619047619048,84.31428571428573,white,0.12261904761904761,338.0285714285715,young,0.1357142857142857,77.42857142857143,thin_and_short,0.19523809523809524,48.528571428571425,male,0.45,89.6,brown,0.08714285714285715,67.07142857142857,white,0.19107142857142856,202.8
HandstandPushups,young,0.208984375,236.3125,wide_and_short,0.109375,47.6875,male,0.38671875,38.28125,brown,0.087890625,13.8125,asian,0.1015625,86.0625,young,0.2760416666666667,141.4375,wide_and_short,0.13541666666666666,8.734375,male,0.390625,40.5,brown,0.083984375,14.375,asian,0.109375,103.64062499999997
HandstandWalking,young,0.1373873873873874,80.96396396396398,wide_and_short,0.19144144144144143,170.18918918918916,female,0.2702702702702703,0.7297297297297297,blonde,0.06846846846846846,21.83783783783784,asian,0.09309309309309309,135.97297297297297,young,0.17417417417417416,36.37837837837838,wide_and_short,0.38738738738738737,33.52252252252252,female,0.2702702702702703,0.7297297297297297,blonde,0.07387387387387387,34.09009009009009,asian,0.12432432432432433,129.58558558558556
HeadMassage,young,0.15476190476190477,109.84353741496598,thin_and_tall,0.11394557823129252,62.17006802721089,male,0.47959183673469385,123.9795918367347,black,0.09931972789115646,108.34013605442176,indian,0.10430839002267574,246.6734693877551,young,0.12755102040816327,59.44897959183673,thin_and_tall,0.12755102040816327,83.50340136054422,male,0.46938775510204084,113.20408163265306,black,0.10340136054421768,119.29251700680273,indian,0.1251700680272109,180.312925170068
HighJump,kid,0.21951219512195122,261.1626016260162,thin_and_short,0.14634146341463414,109.35772357723577,female,0.27235772357723576,0.983739837398374,blonde,0.06504065040650407,31.34959349593496,black,0.07154471544715447,32.65040650406504,kid,0.46747967479674796,93.08130081300813,thin_and_short,0.2032520325203252,61.80487804878049,female,0.25203252032520324,0.008130081300813009,blonde,0.08739837398373984,8.479674796747968,black,0.08455284552845528,73.30081300813008
HorseRace,kid,0.2157258064516129,249.3548387096774,thin_and_short,0.29301075268817206,167.62903225806448,female,0.45564516129032256,83.90322580645162,white,0.16129032258064516,285.9193548387097,black,0.11774193548387096,146.88709677419357,kid,1.0,0.0,thin_and_short,0.4637096774193548,90.61290322580645,female,0.4838709677419355,108.51612903225806,white,0.29301075268817206,166.46774193548384,black,0.3387096774193548,15.612903225806452
HorseRiding,kid,0.15548780487804878,148.390243902439,wide_and_short,0.18902439024390244,83.86585365853658,female,0.32621951219512196,15.24390243902439,white,0.06951219512195123,44.90243902439025,black,0.08028455284552846,177.34146341463418,kid,0.258130081300813,148.40243902439028,wide_and_short,0.32926829268292684,16.48780487804878,female,0.34146341463414637,21.951219512195124,white,0.0975609756097561,43.26829268292683,black,0.3079268292682927,8.804878048780488
HulaHoop,young,0.14,79.448,thin_and_short,0.124,96.08800000000001,female,0.4,45.0,black,0.088,53.12,white,0.08,151.912,young,0.144,94.93599999999999,thin_and_short,0.142,102.42399999999999,female,0.42,57.8,black,0.1056,90.95999999999998,white,0.176,52.528000000000006
IceDancing,kid,0.15981012658227847,151.72151898734177,wide_and_short,0.46835443037974683,120.53164556962025,female,0.28164556962025317,2.5316455696202533,black,0.08227848101265822,102.82278481012658,asian,0.07805907172995781,189.16455696202533,kid,0.37341772151898733,38.50632911392405,wide_and_short,1.0,0.0,female,0.2848101265822785,3.0632911392405062,black,0.14556962025316456,8.746835443037975,asian,0.11392405063291139,86.40506329113924
JavelinThrow,kid,0.18376068376068377,152.025641025641,thin_and_short,0.16666666666666666,137.87179487179486,male,0.3162393162393162,8.213675213675213,blonde,0.07008547008547009,23.811965811965813,black,0.0698005698005698,133.82051282051282,kid,0.30484330484330485,177.8974358974359,thin_and_short,0.3547008547008547,20.521367521367523,male,0.32051282051282054,9.307692307692308,blonde,0.09230769230769231,52.10256410256411,black,0.19373219373219372,46.30769230769231
JugglingBalls,young,0.23553719008264462,309.18181818181824,thin_and_tall,0.11776859504132231,78.2396694214876,male,0.4669421487603306,91.11570247933884,brown,0.06942148760330578,43.50413223140497,white,0.12258953168044077,284.6694214876033,young,1.0,0.0,thin_and_tall,0.11776859504132231,78.43801652892563,male,0.4628099173553719,87.67768595041322,brown,0.06942148760330578,39.867768595041326,white,0.2024793388429752,202.47107438016528
JumpRope,young,0.1440972222222222,94.33333333333333,wide_and_short,0.1076388888888889,33.72222222222222,male,0.3923611111111111,46.69444444444444,red,0.059722222222222225,39.263888888888886,white,0.08472222222222223,115.44444444444446,young,0.19212962962962962,47.041666666666664,wide_and_short,0.09895833333333333,37.05555555555556,male,0.40625,56.25,black,0.06944444444444445,1.1111111111111112,black,0.1111111111111111,76.72222222222223
JumpingJack,young,0.09146341463414634,32.67479674796748,thin_and_tall,0.11178861788617886,73.130081300813,male,0.25203252032520324,0.008130081300813009,black,0.07642276422764227,42.08130081300813,black,0.07804878048780488,56.47154471544715,kid,0.13821138211382114,3.658536585365854,thin_and_short,0.16802168021680217,29.414634146341463,male,0.25609756097560976,0.07317073170731707,black,0.07154471544715447,48.7479674796748,black,0.07642276422764227,57.528455284552834
Kayaking,young,0.12411347517730496,53.92198581560284,wide_and_short,0.35815602836879434,26.390070921985817,male,0.2907801418439716,3.75177304964539,red,0.08226950354609928,61.87234042553192,black,0.06028368794326241,130.36170212765956,young,0.1347517730496454,76.7872340425532,wide_and_short,0.37943262411347517,37.794326241134755,female,0.3049645390070922,6.815602836879433,red,0.12056737588652482,43.765957446808514,white,0.12529550827423167,3.872340425531915
Knitting,kid,0.11991869918699187,58.6260162601626,thin_and_short,0.2926829268292683,164.2439024390244,female,0.3048780487804878,5.926829268292683,white,0.07317073170731707,66.41463414634146,white,0.21544715447154472,247.5040650406504,kid,0.15447154471544716,26.975609756097562,thin_and_short,0.3089430894308943,194.97560975609753,female,0.32926829268292684,12.365853658536585,white,0.07859078590785908,84.65853658536585,white,0.2872628726287263,155.5609756097561
LongJump,kid,0.21564885496183206,263.47328244274814,wide_and_short,0.13358778625954199,90.0381679389313,male,0.30916030534351147,7.33587786259542,brown,0.07633587786259542,39.0381679389313,black,0.07888040712468193,123.33587786259544,kid,0.3104325699745547,210.79389312977102,wide_and_short,0.1316793893129771,101.3969465648855,male,0.31297709923664124,8.312977099236642,brown,0.08549618320610687,81.02290076335878,black,0.12022900763358779,46.9236641221374
Lunges,kid,0.07677165354330709,14.826771653543307,thin_and_short,0.1141732283464567,59.61417322834646,male,0.43700787401574803,71.06299212598425,red,0.06614173228346457,17.37007874015748,white,0.07559055118110236,58.15748031496064,kid,0.13123359580052493,2.377952755905512,thin_and_short,0.18635170603674542,33.84251968503937,male,0.4448818897637795,77.1732283464567,red,0.07086614173228346,33.590551181102356,mexican,0.06456692913385827,38.78740157480315
MilitaryParade,kid,0.134,88.728,thin_and_short,0.178,156.568,male,0.368,27.848,red,0.12133333333333333,292.552,asian,0.1168,127.91999999999999,kid,0.154,116.952,thin_and_short,0.428,63.368,male,0.396,42.632,red,0.256,111.56800000000001,asian,0.166,116.76
Mixing,young,0.20036764705882354,223.41176470588238,thin_and_tall,0.11764705882352941,99.23529411764706,female,0.49264705882352944,128.11764705882354,blonde,0.06985294117647059,82.02941176470587,mexican,0.08970588235294118,53.26470588235293,young,0.4522058823529412,88.97058823529412,thin_and_short,0.125,89.17647058823529,female,1.0,0.0,blonde,0.07475490196078431,97.4705882352941,mexican,0.09558823529411764,67.97058823529412
MoppingFloor,kid,0.11818181818181818,40.47272727272727,wide_and_short,0.15454545454545454,80.18181818181819,male,0.30454545454545456,5.236363636363636,black,0.07424242424242425,70.76363636363637,black,0.09545454545454546,16.10909090909091,kid,0.14242424242424243,11.581818181818182,wide_and_short,0.14545454545454545,73.41818181818182,male,0.2863636363636364,2.327272727272727,black,0.08181818181818182,87.56363636363639,black,0.09772727272727273,22.727272727272727
Nunchucks,young,0.17992424242424243,155.57575757575756,wide_and_short,0.11174242424242424,29.575757575757578,male,0.4810606060606061,112.75757575757575,black,0.10303030303030303,101.86363636363637,white,0.09696969696969697,85.34848484848486,young,0.17803030303030304,151.8181818181818,wide_and_short,0.13068181818181818,57.878787878787875,male,0.48484848484848486,116.48484848484848,black,0.12121212121212122,148.98484848484847,white,0.09393939393939393,85.87878787878789
ParallelBars,young,0.22514619883040934,76.15789473684211,wide_and_short,0.32748538011695905,216.15789473684214,female,0.3201754385964912,8.982456140350877,blonde,0.11052631578947368,102.14035087719297,white,0.0912280701754386,85.56140350877193,young,0.34210526315789475,15.473684210526315,wide_and_short,1.0,0.0,female,0.3815789473684211,31.57894736842105,blonde,0.18201754385964913,144.03508771929825,black,0.16374269005847952,28.0
PizzaTossing,kid,0.11504424778761062,49.65486725663717,wide_and_short,0.17699115044247787,128.5929203539823,male,0.4247787610619469,55.230088495575224,red,0.08141592920353982,39.345132743362825,white,0.061946902654867256,72.78761061946902,kid,0.1261061946902655,56.16814159292036,wide_and_short,0.27728613569321536,126.38938053097345,male,0.4469026548672566,70.09734513274336,red,0.09380530973451327,59.876106194690266,white,0.07610619469026549,58.46017699115045
PlayingCello,young,0.14634146341463414,115.5609756097561,wide_and_short,0.11432926829268293,109.51219512195121,male,0.3170731707317073,11.804878048780488,red,0.06585365853658537,42.34146341463415,white,0.14329268292682926,111.90243902439025,young,0.17682926829268292,31.98780487804878,wide_and_short,0.12042682926829268,90.92682926829268,male,0.31097560975609756,9.75609756097561,black,0.06707317073170732,45.75609756097561,white,0.13871951219512196,99.3170731707317
PlayingDaf,young,0.2052980132450331,263.86092715231786,wide_and_tall,0.173841059602649,169.13245033112582,male,0.44039735099337746,87.58278145695364,black,0.09933774834437085,32.86754966887417,middle_eastern,0.13245033112582782,209.82781456953643,young,0.20364238410596028,257.9801324503311,wide_and_tall,0.24503311258278146,119.8543046357616,male,0.44039735099337746,87.58278145695364,black,0.1076158940397351,38.16556291390728,middle_eastern,0.13642384105960265,228.8344370860927
PlayingDhol,young,0.12804878048780488,110.48780487804878,thin_and_short,0.14939024390243902,132.78048780487805,male,0.42073170731707316,76.48780487804878,black,0.06829268292682927,42.28048780487805,asian,0.06707317073170732,93.04878048780489,young,0.17276422764227642,49.036585365853654,thin_and_short,0.19715447154471544,54.89024390243903,male,0.43597560975609756,90.7560975609756,black,0.07560975609756097,56.54878048780489,asian,0.09268292682926829,84.59756097560977
PlayingFlute,young,0.17903225806451614,202.6516129032258,thin_and_short,0.1032258064516129,41.87741935483871,female,0.267741935483871,0.7806451612903226,black,0.07526881720430108,107.80000000000001,asian,0.12096774193548387,121.30967741935484,young,0.3709677419354839,36.29032258064516,thin_and_short,0.11451612903225807,53.12903225806451,female,0.2645161290322581,0.5225806451612903,black,0.12419354838709677,54.10967741935484,asian,0.16344086021505377,58.07741935483871
PlayingGuitar,young,0.203125,278.55,thin_and_short,0.21041666666666667,92.26249999999999,male,0.4125,67.6,brown,0.121875,95.85,white,0.153125,127.55000000000001,young,0.28125,190.28749999999994,thin_and_short,0.34375,22.5,male,0.4125,67.6,brown,0.125,111.35,white,0.19583333333333333,48.9125
PlayingPiano,old,0.18095238095238095,37.25714285714285,wide_and_short,0.21666666666666667,214.2,male,0.4095238095238095,42.75238095238095,white,0.07238095238095238,43.904761904761905,white,0.12,122.38095238095237,old,0.18412698412698414,31.599999999999998,wide_and_short,0.46190476190476193,75.43809523809524,male,0.40476190476190477,40.23809523809524,black,0.09285714285714286,23.19047619047619,white,0.11047619047619048,105.52380952380952
PlayingSitar,kid,0.08917197452229299,52.146496815286625,thin_and_short,0.14012738853503184,103.35668789808918,male,0.4299363057324841,81.3312101910828,black,0.06496815286624204,27.681528662420384,white,0.05732484076433121,54.22292993630573,kid,0.12951167728237792,5.248407643312102,thin_and_short,0.18683651804670912,38.07643312101911,male,0.43630573248407645,87.19108280254777,black,0.0751592356687898,38.50955414012739,white,0.055201698513800426,66.68152866242038
PlayingTabla,kid,0.1463963963963964,81.82882882882883,wide_and_short,0.20270270270270271,193.97297297297297,male,0.3963963963963964,38.06306306306306,black,0.13288288288288289,53.57657657657657,asian,0.07207207207207207,27.96396396396397,kid,0.2072072072072072,43.45945945945946,wide_and_short,0.4009009009009009,40.44144144144144,male,0.3963963963963964,38.06306306306306,black,0.14189189189189189,63.23423423423423,asian,0.07387387387387387,32.73873873873874
PlayingViolin,young,0.2,39.26,wide_and_short,0.18333333333333332,23.659999999999997,male,0.335,11.56,black,0.064,17.9,white,0.128,125.5,young,0.17333333333333334,24.319999999999997,wide_and_short,0.18666666666666668,29.119999999999997,male,0.34,12.96,black,0.064,19.200000000000003,white,0.128,129.6
