Category,Age Class,Age DR,Age Chi-Square,Body Class,Body DR,Body Chi-Square,Gender Class,Gender DR,Gender Chi-Square,Hair Class,Hair DR,Hair Chi-Square,Race Class,Race DR,Race Chi-Square
ApplyEyeMakeup,young,1.0,0.0,wide,0.2655172413793103,0.5586206896551724,female,1.0,0.0,black,0.25517241379310346,123.90344827586206,white,0.08827586206896551,112.75862068965517
ApplyLipstick,young,1.0,0.0,thin,0.29385964912280704,3.508771929824561,female,1.0,0.0,black,0.25146198830409355,95.21052631578948,hispanic,0.0912280701754386,64.85964912280703
Archery,young,0.09827586206896552,41.01379310344828,thin,0.43448275862068964,78.95862068965518,male,0.44482758620689655,88.06206896551724,black,0.14942528735632185,26.868965517241378,white,0.15517241379310345,112.35172413793104
BabyCrawling,kid,0.4772727272727273,109.0909090909091,wide,0.4734848484848485,105.48484848484848,male,0.29545454545454547,4.363636363636363,blonde,0.2222222222222222,66.4090909090909,white,0.10606060606060606,99.8939393939394
BalanceBeam,kid,0.48148148148148145,92.5925925925926,wide,1.0,0.0,female,0.36574074074074076,23.14814814814815,blonde,0.2716049382716049,112.88888888888889,asian,0.09104938271604938,138.33333333333334
BandMarching,kid,0.3580645161290323,28.961290322580645,thin,0.2645161290322581,0.5225806451612903,female,0.44193548387096776,91.36129032258064,red,0.24731182795698925,117.84516129032258,white,0.12258064516129032,80.84516129032258
BaseballPitch,kid,0.18888888888888888,41.16,wide,0.4166666666666667,66.66666666666667,male,1.0,0.0,red,0.18666666666666668,197.46666666666664,asian,0.11,46.64
Basketball,kid,0.23383084577114427,82.13432835820895,wide,0.48134328358208955,114.74626865671642,male,0.35447761194029853,23.402985074626866,blonde,0.10261194029850747,52.208955223880594,black,0.07761194029850746,50.85074626865672
BasketballDunk,kid,1.0,0.0,wide,1.0,0.0,male,0.4618320610687023,94.05343511450381,red,0.17557251908396945,55.4351145038168,asian,0.1628498727735369,54.061068702290086
BenchPress,young,0.19791666666666666,79.2875,thin,0.43125,84.1,male,0.396875,55.225,black,0.13541666666666666,7.962499999999999,black,0.0875,26.15
Biking,kid,0.17412935323383086,39.462686567164184,wide,0.4664179104477612,100.41791044776119,male,0.3805970149253731,36.56716417910448,blonde,0.15920398009950248,28.71641791044776,black,0.11940298507462686,62.35820895522389
Billiards,kid,0.2822222222222222,177.96,wide,1.0,0.0,male,1.0,0.0,blonde,0.2688888888888889,154.12,white,0.31333333333333335,248.44
BlowDryHair,young,1.0,0.0,thin,0.27099236641221375,0.9236641221374046,female,0.4541984732824427,87.3969465648855,blonde,0.11641221374045801,90.77099236641222,asian,0.06717557251908397,38.65648854961832
BlowingCandles,kid,0.2691131498470948,112.5321100917431,wide,0.27522935779816515,1.110091743119266,female,0.39908256880733944,38.76146788990825,black,0.18654434250764526,27.81651376146789,white,0.10091743119266056,31.073394495412845
BodyWeightSquats,young,0.16071428571428573,13.785714285714285,thin,0.34375,15.75,male,0.4107142857142857,46.285714285714285,red,0.11383928571428571,30.357142857142854,white,0.14955357142857142,79.78571428571428
Bowling,old,0.22365591397849463,84.63225806451614,wide,1.0,0.0,male,0.27419354838709675,1.4516129032258065,blonde,0.14677419354838708,106.85806451612902,black,0.14677419354838708,97.0516129032258
BoxingPunchingBag,kid,0.3496932515337423,25.920245398773005,thin,0.4294478527607362,83.98159509202453,male,0.41411042944785276,70.23926380368098,black,0.17791411042944785,40.09815950920245,white,0.07515337423312883,2.815950920245399
BoxingSpeedBag,kid,0.15485074626865672,119.25373134328359,thin,0.40671641791044777,52.656716417910445,male,0.45149253731343286,87.04477611940298,red,0.09701492537313433,22.119402985074625,white,0.13246268656716417,60.6865671641791
BreastStroke,kid,0.4801980198019802,85.63366336633663,thin,1.0,0.0,female,0.4603960396039604,71.53465346534654,red,0.24092409240924093,74.87128712871288,indian,0.11138613861386139,32.42574257425743
BrushingTeeth,young,0.2035623409669211,61.022900763358784,thin,0.31679389312977096,9.351145038167939,female,0.3244274809160305,11.610687022900763,black,0.178117048346056,23.832061068702288,white,0.10381679389312977,94.76335877862596
CleanAndJerk,young,0.1636904761904762,25.410714285714285,thin,0.35267857142857145,18.892857142857142,male,0.4107142857142857,46.285714285714285,red,0.17857142857142858,131.42857142857142,white,0.052083333333333336,39.39285714285714
CliffDiving,kid,1.0,0.0,thin,0.4492753623188406,87.68115942028986,male,0.4420289855072464,81.42028985507247,blonde,0.1068840579710145,53.362318840579704,white,0.05555555555555555,75.04347826086956
CricketBowling,kid,0.2014388489208633,69.76978417266187,wide,0.36330935251798563,28.553956834532375,female,0.2517985611510791,0.007194244604316547,red,0.09712230215827339,48.76978417266187,black,0.1420863309352518,97.97841726618705
CricketShot,kid,0.12574850299401197,85.8622754491018,wide,0.36227544910179643,33.68263473053892,male,0.46407185628742514,122.44910179640719,red,0.09431137724550898,21.143712574850298,black,0.1281437125748503,215.24550898203591
CuttingInKitchen,kid,0.24848484848484848,86.03636363636363,wide,0.37727272727272726,28.509090909090908,female,0.33181818181818185,11.781818181818181,blonde,0.1159090909090909,41.054545454545455,hispanic,0.11818181818181818,115.18181818181819
Diving,kid,0.45,96.0,wide,0.42,69.36,female,0.48,126.96,red,0.2966666666666667,5.226666666666667,black,0.26,138.28
Drumming,kid,0.2525879917184265,130.59627329192548,wide,0.33540372670807456,18.788819875776397,male,0.46273291925465837,116.5776397515528,black,0.09472049689440994,26.701863354037265,white,0.19461697722567287,47.565217391304344
Fencing,kid,0.36036036036036034,21.63063063063063,wide,0.481981981981982,95.57657657657657,male,0.35135135135135137,18.243243243243242,white,0.1981981981981982,34.10810810810811,asian,0.19519519519519518,32.270270270270274
FieldHockeyPenalty,kid,0.21428571428571427,58.61904761904762,thin,0.27380952380952384,1.1428571428571428,female,0.25396825396825395,0.031746031746031744,blonde,0.4603174603174603,89.17460317460318,black,0.0746031746031746,38.12698412698413
FloorGymnastics,kid,0.22933333333333333,71.344,thin,0.4,45.0,female,0.484,109.512,blonde,0.2853333333333333,154.43200000000002,black,0.094,31.896
FrisbeeCatch,kid,0.36507936507936506,26.6984126984127,wide,0.36904761904761907,28.571428571428573,male,0.45634920634920634,85.84126984126983,blonde,0.13095238095238096,63.77777777777777,black,0.17989417989417988,43.19047619047619
FrontCrawl,kid,0.17274939172749393,38.5985401459854,thin,1.0,0.0,female,0.3759124087591241,34.75182481751825,red,0.2749391727493917,151.7226277372263,hispanic,0.0948905109489051,96.32116788321169
GolfSwing,young,0.15347721822541965,21.85611510791367,wide,0.3920863309352518,44.89928057553957,male,1.0,0.0,red,0.07553956834532374,8.712230215827338,black,0.09784172661870504,88.66187050359713
Haircut,young,0.47692307692307695,107.1076923076923,thin,0.3269230769230769,12.307692307692308,female,0.4346153846153846,70.8923076923077,black,0.1423076923076923,90.98461538461538,asian,0.13076923076923078,86.43076923076923
HammerThrow,kid,0.46,105.84,wide,0.2833333333333333,2.6666666666666665,female,0.26666666666666666,0.6666666666666666,red,0.13333333333333333,112.34666666666668,white,0.08333333333333333,136.08
Hammering,young,0.1357142857142857,77.42857142857143,wide,0.29642857142857143,4.828571428571428,male,0.45,89.6,red,0.08928571428571429,11.028571428571428,white,0.14285714285714285,238.5
HandstandPushups,young,0.2760416666666667,141.4375,thin,0.43359375,69.03125,male,0.390625,40.5,black,0.15885416666666666,16.046875,asian,0.0984375,75.203125
HandstandWalking,young,0.17417417417417416,36.37837837837838,wide,0.31981981981981983,8.657657657657658,female,0.2702702702702703,0.7297297297297297,blonde,0.11261261261261261,49.46846846846847,asian,0.12072072072072072,122.19819819819818
HeadMassage,young,0.12755102040816327,59.44897959183673,thin,0.4489795918367347,93.12244897959184,male,0.46938775510204084,113.20408163265306,black,0.1870748299319728,194.95918367346937,indian,0.10770975056689343,245.77551020408166
HighJump,kid,0.46747967479674796,93.08130081300813,wide,0.35365853658536583,21.146341463414632,female,0.25203252032520324,0.008130081300813009,blonde,0.14363143631436315,7.024390243902439,black,0.0975609756097561,68.09756097560975
HorseRace,kid,1.0,0.0,thin,0.41935483870967744,56.903225806451616,female,0.4838709677419355,108.51612903225806,white,0.29301075268817206,166.46774193548384,black,0.21505376344086022,69.93548387096774
HorseRiding,kid,0.258130081300813,148.40243902439028,wide,0.3628048780487805,33.390243902439025,female,0.34146341463414637,21.951219512195124,white,0.1443089430894309,22.695121951219512,black,0.20528455284552846,82.69512195121952
HulaHoop,young,0.144,94.93599999999999,thin,0.372,29.768,female,0.42,57.8,black,0.15,85.784,asian,0.11,49.752
IceDancing,kid,0.37341772151898733,38.50632911392405,wide,1.0,0.0,female,0.2848101265822785,3.0632911392405062,blonde,0.1751054852320675,66.31645569620252,asian,0.1371308016877637,9.354430379746837
JavelinThrow,kid,0.30484330484330485,177.8974358974359,thin,0.47435897435897434,94.23076923076923,male,0.32051282051282054,9.307692307692308,blonde,0.12393162393162394,42.623931623931625,black,0.21082621082621084,56.46153846153846
JugglingBalls,young,1.0,0.0,thin,1.0,0.0,male,0.4628099173553719,87.67768595041322,black,0.13016528925619836,70.96694214876032,white,0.1590909090909091,111.49586776859503
JumpRope,young,0.19212962962962962,47.041666666666664,thin,0.2638888888888889,0.4444444444444444,male,0.40625,56.25,red,0.16203703703703703,15.5,black,0.08888888888888889,128.01388888888889
JumpingJack,kid,0.13821138211382114,3.658536585365854,thin,1.0,0.0,male,0.25609756097560976,0.07317073170731707,black,0.09146341463414634,33.0,black,0.07723577235772358,7.113821138211382
Kayaking,young,0.1347517730496454,76.7872340425532,thin,0.32978723404255317,14.361702127659575,female,0.3049645390070922,6.815602836879433,red,0.17494089834515367,31.02127659574468,black,0.14716312056737588,116.56028368794325
Knitting,kid,0.15447154471544716,26.975609756097562,thin,1.0,0.0,female,0.32926829268292684,12.365853658536585,white,0.15853658536585366,98.17073170731707,hispanic,0.15718157181571815,37.51219512195122
LongJump,kid,0.3104325699745547,210.79389312977102,wide,0.48091603053435117,111.76335877862596,male,0.31297709923664124,8.312977099236642,black,0.13358778625954199,80.08396946564886,black,0.08091603053435115,79.34351145038168
Lunges,kid,0.13123359580052493,2.377952755905512,wide,0.2992125984251969,4.921259842519685,male,0.4448818897637795,77.1732283464567,red,0.08464566929133858,8.401574803149607,hispanic,0.09763779527559055,78.23622047244095
MilitaryParade,kid,0.154,116.952,thin,0.44,72.2,male,0.396,42.632,red,0.384,35.912,asian,0.166,116.76
Mixing,young,0.4522058823529412,88.97058823529412,thin,0.4852941176470588,120.47058823529412,female,1.0,0.0,blonde,0.11213235294117647,43.82352941176471,hispanic,0.08823529411764706,73.92647058823529
MoppingFloor,kid,0.14242424242424243,11.581818181818182,thin,0.2590909090909091,0.14545454545454545,male,0.2863636363636364,2.327272727272727,black,0.1318181818181818,45.709090909090904,hispanic,0.09090909090909091,28.036363636363635
Nunchucks,young,0.17803030303030304,151.8181818181818,thin,0.3068181818181818,6.818181818181818,male,0.48484848484848486,116.48484848484848,black,0.16287878787878787,131.21212121212122,white,0.08333333333333333,62.469696969696976
ParallelBars,young,0.34210526315789475,15.473684210526315,wide,0.4649122807017544,84.24561403508773,female,0.3815789473684211,31.57894736842105,blonde,0.27485380116959063,125.6842105263158,black,0.10526315789473684,48.385964912280706
PizzaTossing,kid,0.1261061946902655,56.16814159292036,wide,0.4424778761061947,66.98230088495575,male,0.4469026548672566,70.09734513274336,red,0.1172566371681416,32.94690265486726,asian,0.058997050147492625,69.38938053097345
PlayingCello,young,0.17682926829268292,31.98780487804878,thin,0.28353658536585363,2.951219512195122,male,0.31097560975609756,9.75609756097561,black,0.1402439024390244,7.182926829268293,white,0.13871951219512196,99.3170731707317
PlayingDaf,young,0.20364238410596028,257.9801324503311,wide,1.0,0.0,male,0.44039735099337746,87.58278145695364,black,0.18984547461368653,51.50993377483444,middle_eastern,0.11655629139072848,155.58940397350992
PlayingDhol,young,0.17276422764227642,49.036585365853654,wide,0.3079268292682927,8.804878048780488,male,0.43597560975609756,90.7560975609756,black,0.15396341463414634,124.2439024390244,asian,0.0741869918699187,126.63414634146342
PlayingFlute,young,0.3709677419354839,36.29032258064516,thin,0.4,55.8,female,0.2645161290322581,0.5225806451612903,black,0.1338709677419355,70.31612903225806,asian,0.16344086021505377,58.07741935483871
PlayingGuitar,young,0.28125,190.28749999999994,thin,0.459375,112.225,male,0.4125,67.6,black,0.1703125,168.15,white,0.14375,104.85
PlayingPiano,old,0.18412698412698414,31.599999999999998,wide,0.37142857142857144,24.771428571428572,male,0.40476190476190477,40.23809523809524,black,0.09285714285714286,23.19047619047619,white,0.10285714285714286,87.99999999999999
PlayingSitar,kid,0.12951167728237792,5.248407643312102,thin,0.35668789808917195,28.59235668789809,male,0.43630573248407645,87.19108280254777,black,0.11624203821656051,58.00636942675159,white,0.0751592356687898,52.5859872611465
PlayingTabla,kid,0.2072072072072072,43.45945945945946,wide,0.25225225225225223,0.009009009009009009,male,0.3963963963963964,38.06306306306306,black,0.22522522522522523,59.89189189189189,asian,0.06156156156156156,58.24324324324324
PlayingViolin,young,0.17333333333333334,24.319999999999997,thin,0.36,19.36,male,0.34,12.96,black,0.08,4.32,white,0.13,47.84
PoleVault,kid,0.3042505592841163,225.35570469798662,wide,0.4865771812080537,133.4295302013423,male,0.2751677852348993,1.5100671140939597,blonde,0.09899328859060402,50.919463087248324,black,0.16375838926174496,358.9530201342282
PommelHorse,kid,0.483739837398374,107.52032520325203,wide,0.47560975609756095,100.17073170731707,male,0.3048780487804878,5.926829268292683,blonde,0.21951219512195122,66.78048780487805,asian,0.43902439024390244,70.3170731707317
PullUps,young,0.21333333333333335,44.48,thin,0.48,84.64,male,0.36,19.36,red,0.14,56.8,white,0.06,37.28
Punch,young,1.0,0.0,wide,0.4875,144.4,male,1.0,0.0,black,0.1546875,132.5,black,0.165625,156.15
PushUps,young,0.14215686274509803,73.2156862745098,thin,0.4019607843137255,37.68627450980392,male,0.3431372549019608,14.156862745098039,black,0.1323529411764706,51.25490196078431,white,0.07254901960784314,38.49019607843138
Rafting,kid,0.10585585585585586,38.729729729729726,thin,0.3783783783783784,29.27027027027027,male,0.3153153153153153,7.576576576576577,blonde,0.2222222222222222,61.45945945945945,black,0.13963963963963963,63.5945945945946
RockClimbingIndoor,kid,0.4826388888888889,124.69444444444444,wide,0.3715277777777778,34.02777777777778,male,0.3576388888888889,26.694444444444443,blonde,0.22453703703703703,81.54166666666667,indian,0.10833333333333334,111.83333333333334
RopeClimbing,kid,1.0,0.0,wide,0.3697478991596639,27.30252100840336,male,0.35294117647058826,20.176470588235293,blonde,0.18487394957983194,26.336134453781515,white,0.09747899159663866,81.63025210084034
Rowing,old,0.1386861313868613,10.525547445255475,wide,1.0,0.0,male,0.3759124087591241,34.75182481751825,blonde,0.15875912408759124,125.2189781021898,white,0.19160583941605838,201.54014598540144
SalsaSpin,young,0.20300751879699247,225.04511278195486,wide,0.4849624060150376,117.4812030075188,male,0.2894736842105263,3.3157894736842106,black,0.16541353383458646,38.721804511278194,black,0.07669172932330827,57.939849624060145
ShavingBeard,young,0.2815734989648033,192.16149068322983,thin,0.4782608695652174,134.2173913043478,male,0.39751552795031053,56.05590062111801,white,0.11490683229813664,65.90683229813664,white,0.15217391304347827,141.83229813664596
Shotput,kid,0.26157407407407407,132.125,wide,0.4166666666666667,64.0,male,0.4166666666666667,64.0,red,0.09722222222222222,17.166666666666664,white,0.09143518518518519,168.49999999999997
SkateBoarding,kid,0.18888888888888888,53.6,wide,0.43333333333333335,64.53333333333333,male,0.4583333333333333,83.33333333333333,blonde,0.2611111111111111,112.55000000000001,asian,0.17708333333333334,137.4
Skiing,kid,0.25925925925925924,120.17777777777778,wide,0.3037037037037037,6.229629629629629,male,0.48148148148148145,115.74074074074075,white,0.1111111111111111,31.725925925925928,black,0.18518518518518517,180.17037037037036
Skijet,young,0.11,58.08,wide,1.0,0.0,male,0.42,46.24,blonde,0.22666666666666666,55.04,indian,0.072,40.0
SkyDiving,young,0.32272727272727275,9.309090909090909,thin,0.4772727272727273,90.9090909090909,male,0.43636363636363634,61.127272727272725,red,0.11818181818181818,38.8,asian,0.04696969696969697,32.69090909090909
SoccerJuggling,kid,0.1649659863945578,142.1700680272109,thin,0.48299319727891155,127.68027210884354,male,0.4557823129251701,99.59863945578232,black,0.08503401360544217,36.91836734693878,white,0.12414965986394558,48.61904761904762
SoccerPenalty,old,0.1259124087591241,90.24087591240875,wide,0.42700729927007297,68.67883211678833,male,0.3795620437956204,36.7956204379562,blonde,0.4562043795620438,93.2043795620438,asian,0.1624087591240876,117.62773722627739
StillRings,kid,0.4017857142857143,41.285714285714285,wide,1.0,0.0,female,0.41517857142857145,48.892857142857146,blonde,0.10044642857142858,36.92857142857143,indian,0.10892857142857143,115.58928571428572
SumoWrestling,young,0.4267241379310345,57.96551724137931,thin,0.3706896551724138,27.03448275862069,male,0.25862068965517243,0.13793103448275862,white,0.1867816091954023,34.98275862068966,white,0.10129310344827586,34.96551724137932
Surfing,old,0.1693121693121693,20.333333333333332,wide,0.25396825396825395,0.031746031746031744,male,0.48412698412698413,110.5079365079365,blonde,0.48412698412698413,110.5079365079365,indian,0.1253968253968254,157.015873015873
Swing,kid,1.0,0.0,wide,0.25572519083969464,0.06870229007633588,female,0.26717557251908397,0.6183206106870229,blonde,0.1049618320610687,36.664122137404576,black,0.1450381679389313,86.55725190839695
TableTennisShot,kid,0.23809523809523808,91.47142857142858,thin,0.475,113.4,male,0.4607142857142857,99.45714285714286,black,0.15,94.1142857142857,white,0.07142857142857142,132.48571428571432
TaiChi,young,0.2,35.839999999999996,thin,0.46,70.56,male,0.36,19.36,black,0.18,120.8,asian,0.088,57.599999999999994
TennisSwing,young,0.15060240963855423,124.02409638554217,wide,0.3102409638554217,9.63855421686747,male,0.4789156626506024,139.18072289156626,white,0.1465863453815261,8.542168674698795,white,0.08313253012048193,68.39759036144578
ThrowDiscus,kid,0.2,53.41538461538461,thin,0.4423076923076923,76.92307692307692,male,0.4346153846153846,70.8923076923077,black,0.1,40.76923076923077,hispanic,0.052564102564102565,70.12307692307692
TrampolineJumping,kid,0.4117647058823529,49.8235294117647,thin,0.44537815126050423,72.68067226890756,male,0.2857142857142857,2.4285714285714284,blonde,0.12605042016806722,58.24369747899159,black,0.12100840336134454,145.07563025210086
Typing,young,0.18566176470588236,178.76470588235296,wide,0.31985294117647056,10.617647058823529,male,0.2977941176470588,4.970588235294118,white,0.18872549019607843,61.86764705882352,hispanic,0.17647058823529413,23.52941176470588
UnevenBars,old,0.40384615384615385,39.38461538461539,wide,1.0,0.0,female,1.0,0.0,blonde,1.0,0.0,asian,1.0,0.0
VolleyballSpiking,kid,0.34913793103448276,18.24137931034483,wide,1.0,0.0,male,1.0,0.0,blonde,0.1271551724137931,53.0344827586207,asian,0.08275862068965517,90.20689655172416
WalkingWithDog,kid,0.2926829268292683,164.8292682926829,wide,0.34146341463414637,16.463414634146343,male,0.3780487804878049,32.26829268292683,black,0.12195121951219512,37.8780487804878,black,0.2086720867208672,52.29268292682927
WallPushups,young,0.14358974358974358,18.89230769230769,thin,0.45384615384615384,86.43076923076923,female,0.2653846153846154,0.49230769230769234,red,0.09807692307692308,28.584615384615383,white,0.13076923076923078,169.6923076923077
WritingOnBoard,kid,0.20614035087719298,57.01315789473685,wide,1.0,0.0,male,0.4375,85.5,black,0.09868421052631579,23.0,hispanic,0.09605263157894736,100.36842105263158
YoYo,young,0.32421875,11.28125,thin,0.328125,12.5,male,1.0,0.0,black,0.15625,114.75,asian,0.1328125,59.6875
