Category,Age Class,Age DR,Age Chi-Square,Body Class,Body DR,Body Chi-Square,Gender Class,Gender DR,Gender Chi-Square,Hair Class,Hair DR,Hair Chi-Square,Race Class,Race DR,Race Chi-Square,Validage Class,Validage DR,Validage Chi-Square,Validbody Class,Validbody DR,Validbody Chi-Square,Validgender Class,Validgender DR,Validgender Chi-Square,Validhair Class,Validhair DR,Validhair Chi-Square,Validrace Class,Validrace DR,Validrace Chi-Square
LongJump,teenager,0.4847328244274809,115.4885496183206,thin and short,0.3015267175572519,5.564885496183206,male,0.25190839694656486,0.007633587786259542,blonde,0.26717557251908397,135.81679389312978,white,0.32061068702290074,232.96183206106875,teenager,0.4847328244274809,115.4885496183206,thin and short,0.3282442748091603,12.83206106870229,male,0.2595419847328244,0.19083969465648856,blonde,0.4198473282442748,60.465648854961835,white,0.4770992366412214,108.09923664122137
Lunges,teenager,1.0,0.0,thin and short,1.0,0.0,male,0.38976377952755903,39.69291338582677,blonde,0.33070866141732286,13.236220472440944,white,1.0,0.0,teenager,1.0,0.0,thin and short,1.0,0.0,male,0.3937007874015748,41.960629921259844,blonde,0.3188976377952756,9.645669291338583,white,1.0,0.0
MilitaryParade,teenager,1.0,0.0,wide and short,0.444,75.272,male,0.292,3.528,blonde,0.38,33.8,white,0.188,173.272,teenager,1.0,0.0,wide and short,0.464,91.592,male,0.272,0.968,blonde,0.396,42.632,white,0.2906666666666667,163.64800000000002
Mixing,teenager,1.0,0.0,thin and short,0.4852941176470588,120.47058823529412,female,0.4889705882352941,124.26470588235294,blonde,0.29901960784313725,194.48529411764702,white,0.3014705882352941,200.92647058823525,teenager,1.0,0.0,thin and short,0.4852941176470588,120.47058823529412,female,1.0,0.0,blonde,0.4852941176470588,120.47058823529412,white,0.45588235294117646,92.23529411764706
MoppingFloor,teenager,0.2818181818181818,1.7818181818181817,wide and short,0.39545454545454545,37.236363636363635,female,0.35909090909090907,20.945454545454545,blonde,0.24848484848484848,91.92727272727274,white,0.45454545454545453,73.63636363636364,teenager,0.2863636363636364,2.327272727272727,wide and short,0.40454545454545454,42.03636363636364,female,0.41363636363636364,47.127272727272725,blonde,0.38181818181818183,30.581818181818182,white,0.4636363636363636,80.32727272727273
Nunchucks,teenager,1.0,0.0,thin and short,0.38257575757575757,37.121212121212125,male,0.4393939393939394,75.75757575757575,blonde,0.16414141414141414,49.409090909090914,white,0.3939393939393939,43.75757575757576,teenager,1.0,0.0,thin and short,0.3977272727272727,46.09090909090909,male,0.44696969696969696,81.93939393939394,black,0.16161616161616163,46.77272727272727,white,0.39015151515151514,41.484848484848484
ParallelBars,teenager,1.0,0.0,thin and short,0.42543859649122806,56.14035087719298,female,0.35526315789473684,20.210526315789473,blonde,0.47368421052631576,91.26315789473684,white,0.4780701754385965,94.87719298245614,teenager,1.0,0.0,thin and short,1.0,0.0,female,0.4649122807017544,84.24561403508773,blonde,1.0,0.0,white,0.4824561403508772,98.56140350877193
PizzaTossing,teenager,0.4823008849557522,97.56637168141593,thin and short,0.35398230088495575,19.548672566371682,male,0.39823008849557523,39.72566371681416,blonde,0.40707964601769914,44.610619469026545,white,0.31268436578171094,186.28318584070803,teenager,0.4823008849557522,97.56637168141593,thin and short,0.3805309734513274,30.805309734513273,male,0.4026548672566372,42.13274336283186,blonde,0.4247787610619469,55.230088495575224,white,0.4646017699115044,83.26548672566372
PlayingCello,teenager,0.4024390243902439,60.97560975609756,wide and short,1.0,0.0,female,0.2530487804878049,0.024390243902439025,blonde,0.32926829268292684,16.48780487804878,white,0.15,319.2926829268293,teenager,0.39634146341463417,56.19512195121951,wide and short,1.0,0.0,female,0.2530487804878049,0.024390243902439025,blonde,0.3323170731707317,17.78048780487805,white,0.19207317073170732,237.1219512195122
PlayingDaf,teenager,0.4966887417218543,147.02649006622516,wide and short,0.41721854304635764,67.55629139072848,male,0.3973509933774834,52.45695364238411,blonde,0.38079470198675497,41.33112582781457,white,0.17549668874172186,169.34437086092717,teenager,1.0,0.0,wide and short,0.44039735099337746,87.58278145695364,male,0.39403973509933776,50.12582781456954,blonde,0.39403973509933776,50.12582781456954,white,0.15894039735099338,131.72847682119203
PlayingDhol,teenager,0.3719512195121951,39.02439024390244,wide and short,0.4969512195121951,160.02439024390245,male,0.3567073170731707,29.878048780487806,blonde,0.32621951219512196,15.24390243902439,asian,0.17804878048780487,489.23170731707313,teenager,0.38109756097560976,45.09756097560975,wide and short,1.0,0.0,male,0.3567073170731707,29.878048780487806,blonde,0.32926829268292684,16.48780487804878,asian,0.47865853658536583,137.1951219512195
PlayingFlute,teenager,0.4774193548387097,128.26451612903224,thin and short,0.31290322580645163,9.812903225806451,female,0.2967741935483871,5.425806451612903,blonde,0.2,70.07741935483872,white,0.26129032258064516,0.3161290322580645,teenager,0.4774193548387097,128.26451612903224,thin and short,0.3161290322580645,10.845161290322581,female,0.3032258064516129,7.025806451612903,blonde,0.2021505376344086,75.26451612903227,white,0.25806451612903225,0.16129032258064516
PlayingGuitar,teenager,1.0,0.0,thin and short,0.48125,136.9,male,0.403125,60.025,blonde,0.309375,9.025,white,0.459375,112.225,teenager,1.0,0.0,thin and short,0.478125,133.225,male,0.4125,67.6,blonde,0.30625,8.1,white,0.459375,112.225
PlayingPiano,teenager,0.47619047619047616,85.95238095238095,wide and short,0.37142857142857144,24.771428571428572,male,0.3761904761904762,26.752380952380953,blonde,0.10666666666666667,83.61904761904762,white,0.44285714285714284,62.48571428571429,teenager,0.48095238095238096,89.60952380952381,wide and short,0.37142857142857144,24.771428571428572,male,0.38571428571428573,30.942857142857143,blonde,0.1357142857142857,56.56190476190477,white,0.44285714285714284,62.48571428571429
PlayingSitar,teenager,0.4745222929936306,126.63057324840764,wide and short,0.4968152866242038,153.02547770700636,male,0.3821656050955414,43.87898089171974,blonde,0.28343949044585987,2.8089171974522293,indian,0.25690021231422505,137.01910828025476,teenager,0.47770700636942676,130.2484076433121,wide and short,1.0,0.0,male,0.37898089171974525,41.789808917197455,blonde,0.3057324840764331,7.802547770700637,indian,0.25477707006369427,132.39490445859872
PlayingTabla,teenager,0.46846846846846846,84.76576576576576,wide and short,0.4774774774774775,91.90090090090091,male,0.2927927927927928,3.2522522522522523,blonde,0.22522522522522523,72.37837837837837,indian,0.19369369369369369,171.77477477477476,teenager,0.46396396396396394,81.30630630630631,wide and short,0.47297297297297297,88.29729729729729,male,0.2972972972972973,3.972972972972973,blonde,0.34234234234234234,15.144144144144144,indian,0.24624624624624625,86.97297297297297
PlayingViolin,teenager,0.44,57.76,thin and short,0.27,0.64,male,0.315,6.76,blonde,0.20666666666666667,54.31999999999999,white,0.25666666666666665,89.17999999999999,teenager,0.44,57.76,thin and short,0.3,4.0,male,0.32,7.84,blonde,0.3,4.0,white,0.25333333333333335,85.76
PoleVault,teenager,1.0,0.0,wide and short,0.35906040268456374,28.355704697986578,female,0.348993288590604,23.36241610738255,blonde,0.46308724832214765,108.24832214765101,white,1.0,0.0,teenager,1.0,0.0,wide and short,0.41946308724832215,68.46308724832215,female,0.40939597315436244,60.57046979865772,blonde,1.0,0.0,white,1.0,0.0
PommelHorse,teenager,0.4796747967479675,103.8130081300813,wide and short,0.2804878048780488,1.829268292682927,female,0.36585365853658536,26.414634146341463,blonde,0.4959349593495935,119.03252032520325,white,0.45528455284552843,82.9349593495935,teenager,0.4796747967479675,103.8130081300813,wide and short,0.2601626016260163,0.2032520325203252,female,0.3780487804878049,32.26829268292683,blonde,1.0,0.0,white,0.45121951219512196,79.6829268292683
PullUps,teenager,0.495,96.04,thin and short,0.49,92.16,male,0.375,25.0,blonde,0.385,29.16,white,0.495,96.04,teenager,1.0,0.0,thin and short,1.0,0.0,male,0.38,27.04,blonde,0.38,27.04,white,1.0,0.0
Punch,teenager,1.0,0.0,thin and short,0.49375,152.1,male,0.496875,156.025,blonde,0.378125,42.025,white,0.453125,105.625,teenager,1.0,0.0,thin and short,1.0,0.0,male,1.0,0.0,blonde,0.39375,52.9,white,0.478125,133.225
PushUps,teenager,1.0,0.0,thin and short,0.47549019607843135,82.98039215686275,male,0.35784313725490197,18.980392156862745,blonde,0.30392156862745096,4.745098039215686,white,0.4803921568627451,86.62745098039215,teenager,1.0,0.0,thin and short,1.0,0.0,male,0.3627450980392157,20.745098039215687,blonde,0.25980392156862747,0.1568627450980392,white,0.4803921568627451,86.62745098039215
Rafting,teenager,1.0,0.0,wide and short,1.0,0.0,female,0.44144144144144143,65.09009009009009,blonde,0.36036036036036034,21.63063063063063,white,0.47297297297297297,88.29729729729729,teenager,1.0,0.0,wide and short,1.0,0.0,female,1.0,0.0,blonde,0.35585585585585583,19.9009009009009,white,0.481981981981982,95.57657657657657
RockClimbingIndoor,teenager,0.4861111111111111,128.44444444444446,thin and short,0.2777777777777778,1.7777777777777777,female,0.3125,9.0,blonde,0.4131944444444444,61.361111111111114,white,0.46875,110.25,teenager,0.4756944444444444,117.36111111111111,thin and short,0.2986111111111111,5.444444444444445,female,0.34375,20.25,blonde,0.4166666666666667,64.0,white,0.4756944444444444,117.36111111111111
RopeClimbing,teenager,0.4411764705882353,69.58823529411765,thin and short,0.4495798319327731,75.84033613445378,female,0.33613445378151263,14.126050420168067,blonde,0.20728291316526612,67.88235294117646,white,0.4957983193277311,115.03361344537815,teenager,0.44537815126050423,72.68067226890756,thin and short,0.4579831932773109,82.36134453781513,female,0.36134453781512604,23.605042016806724,blonde,0.3487394957983193,18.563025210084035,white,1.0,0.0
