step,avg_chi
1273,1283.871095042606
1274,1283.5907123136283
1275,1283.310452042099
1276,1283.0301662806935
1277,1282.7500030265776
1278,1282.4698142767186
1279,1282.1897480840296
1280,1281.9096563897272
1281,1281.62968730251
1282,1281.3496927078074
1283,1281.0698207701428
1284,1280.7899233191167
1285,1280.5101485751206
1286,1280.2303483118815
1287,1279.9506708057015
1288,1279.670967774395
1289,1279.3913875502135
1290,1279.1117817950187
1291,1278.8322988970529
1292,1278.552790462182
1293,1278.2734049346825
1294,1277.993993864384
1295,1277.7147057516352
1296,1277.4353920901901
1297,1277.1562014365115
1298,1276.8769852282355
1299,1276.5978920779805
1300,1276.318773367224
1301,1276.0397777647802
1302,1275.7607565959263
1303,1275.4818585857158
1304,1275.202935003184
1305,1274.924134629663
1306,1274.6453086779059
1307,1274.3666059855655
1308,1274.0878777090695
1309,1273.8092727424357
1310,1273.530642185723
1311,1273.2521349893543
1312,1272.9736021969823
1313,1272.6951928154729
1314,1272.4167578320305
1315,1272.1384463100105
1316,1271.8601091801236
1317,1271.581895562255
1318,1271.303656330584
1319,1271.0255406615654
1320,1270.7473993728051
1321,1270.4693816973693
1322,1270.1913383962476
1323,1269.9134187591617
1324,1269.6354734904437
1325,1269.3576519365104
1326,1269.0798047449935
1327,1268.8020813190499
1328,1268.5243322495687
1329,1268.246706996486
1330,1267.9690560939082
1331,1267.691529058594
1332,1267.4139763678227
1333,1267.136547595218
1334,1266.8590931611918
1335,1266.581762696273
1336,1266.3044065639651
1337,1266.0271744517443
1338,1265.7499166661619
1339,1265.472782951686
1340,1265.1956235578728
1341,1264.9185882862223
1342,1264.6415273292566
1343,1264.3645905455496
1344,1264.0876280705443
1345,1263.810789819933
1346,1263.533925872036
1347,1263.2571861997064
1348,1262.9804208241028
1349,1262.7037797752782
1350,1262.4271130171855
1351,1262.1505706371238
1352,1261.8740025417967
1353,1261.5975588757904
1354,1261.3210894885187
1355,1261.0447445818963
1356,1260.7683739480042
1357,1260.49212784613
1358,1260.215856010978
1359,1259.939708759251
1360,1259.6635357682353
1361,1259.3874874120897
1362,1259.111413310641
1363,1258.835463895548
1364,1258.5594887291327
1365,1258.2836383005977
1366,1258.0077621147186
1367,1257.7320107182834
1368,1257.456233558478
1369,1257.1805812397195
1370,1256.9049031515615
1371,1256.6293499560923
1372,1256.353770985191
1373,1256.0783169586596
1374,1255.8028371506598
1375,1255.527482338751
1376,1255.2521017393335
1377,1254.976846187767
1378,1254.7015648426486
1379,1254.4264085971804
1380,1254.1512265521126
1381,1253.8761696585354
1382,1253.601086959307
1383,1253.3261294634476
1384,1253.051146155883
1385,1252.7762881036058
1386,1252.5014042335645
1387,1252.2266456707694
1388,1251.9518612841484
1389,1251.6772022567704
1390,1251.4025173995017
1391,1251.1279579535137
1392,1250.8533726715655
1393,1250.5789128529757
1394,1250.3044271923525
1395,1250.0300670472045
1396,1249.7556810539475
1397,1249.4814206283224
1398,1249.207134348508
1399,1248.9329736885227
1400,1248.6587871682643
1401,1248.3847263200716
1402,1248.1106396055186
1403,1247.8366786153085
1404,1247.5626917526465
1405,1247.2888306666455
1406,1247.0149437020966
1407,1246.7411825665656
1408,1246.46739554639
1409,1246.1937344076284
1410,1245.9200473781198
1411,1245.6464862824635
1412,1245.3728992899544
1413,1245.0994382837746
1414,1244.8259513746327
1415,1244.5525015161695
1416,1244.279114743177
1417,1244.0057650297215
1418,1243.7323894138347
1419,1243.4591398982163
1420,1243.1858644740548
1421,1242.9126261399254
1422,1242.6394509603597
1423,1242.3663128797034
1424,1242.0931488910423
1425,1241.820111116778
1426,1241.547047428394
1427,1241.2740208694647
1428,1241.0010575343183
1429,1240.7281313375213
1430,1240.455179227153
1431,1240.182353445497
1432,1239.9095017441516
1433,1239.6366872117521
1434,1239.363935972481
1435,1239.0912219110671
1436,1238.8184819305222
1437,1238.5458683931945
1438,1238.2732289306134
1439,1238.000626676538
1440,1237.7280877850621
1441,1237.4555861110223
1442,1237.183058512296
1443,1236.9106574714815
1444,1236.6382304998556
1445,1236.3658407763648
1446,1236.0935144850716
1447,1235.8212254508612
1448,1235.5489104864155
1449,1235.2767221947665
1450,1235.0045079667545
1451,1234.7323310265756
1452,1234.4602175883194
1453,1234.1881414468623
1454,1233.9160393696277
1455,1233.6440640802646
1456,1233.372062848992
1457,1233.1000989453205
1458,1232.828198613425
1459,1232.556335618114
1460,1232.2844466814884
1461,1232.0126846480007
1462,1231.7408966670644
1463,1231.4691460535662
1464,1231.197459081824
1465,1230.9258094865215
1466,1230.6541339443747
1467,1230.382585420823
1468,1230.111010944289
1469,1229.8394738751003
1470,1229.5680005177762
1471,1229.296564576817
1472,1229.0251026834892
1473,1228.7537679244058
1474,1228.482407206813
1475,1228.211083936542
1476,1227.9398244483727
1477,1227.6686024165635
1478,1227.3973544268683
1479,1227.1262336872585
1480,1226.8550869836183
1481,1226.5839777673482
1482,1226.3129324035442
1483,1226.0419245361659
1484,1225.7708907053902
1485,1225.499984240734
1486,1225.2290518065338
1487,1224.95815689982
1488,1224.6873259160677
1489,1224.4165324688765
1490,1224.145713052783
1491,1223.8750211190365
1492,1223.6043032102377
1493,1223.3336228691135
1494,1223.0630065215748
1495,1222.792427750803
1496,1222.521823005631
1497,1222.2513458592268
1498,1221.980842732269
1499,1221.7103772132443
1500,1221.439975758559
1501,1221.1696119209173
1502,1220.8992221033834
1503,1220.6289600012328
1504,1220.3586719130337
1505,1220.0884214730972
1506,1219.8182351683834
1507,1219.5480865210616
1508,1219.2779118883625
1509,1219.0078650878559
1510,1218.7377922958126
1511,1218.4677571924326
1512,1218.1977862952892
1513,1217.927853095957
1514,1217.6578939057686
1515,1217.388062664778
1516,1219.8221385176455
1517,1219.5518454361898
1518,1219.2816165802722
1519,1219.0114254251591
1520,1218.7412082544342
1521,1218.4711190800206
1522,1218.2010038838228
1523,1217.9309264197882
1524,1217.660913252517
1525,1217.3909378265796
1526,1217.1209363795545
1527,1216.8510630461647
1528,1216.581163685511
1529,1216.3113020976043
1530,1216.041504877816
1531,1215.7717454399635
1532,1215.5019599755533
1533,1215.2323027422997
1534,1214.962619476309
1535,1214.6929740237204
1536,1214.4233930107373
1537,1214.153849820364
1538,1213.8842805979689
1539,1213.6148397244494
1540,1213.3453728127265
1541,1213.0759437551321
1542,1212.806579208763
1543,1212.5372525257487
1544,1212.2678998052572
1545,1211.9986755515565
1546,1211.7294252541926
1547,1211.4602128517565
1548,1211.1910650322977
1549,1210.9219551170115
1550,1210.6528191587984
1551,1210.3838117854893
1552,1210.1147783630652
1553,1209.8457828764397
1554,1209.5768520446763
1555,1209.3079591579753
1556,1209.039040222905
1557,1208.770249991051
1558,1208.5014337046366
1559,1208.2326553949642
1560,1207.9639418121717
1561,1207.6952662154042
1562,1207.4265645648322
1563,1207.157991735987
1564,1206.8893928471432
1565,1206.620831976058
1566,1206.3523359040037
1567,1206.0838778590096
1568,1205.815393754783
1569,1205.5470385909932
1570,1205.2786573617732
1571,1205.0103141914012
1572,1204.7420358923453
1573,1204.4737956614579
1574,1204.2055293659164
1575,1203.9373921297224
1576,1203.6692288226739
1577,1203.4011036156355
1578,1203.1330433523326
1579,1202.8650211983797
1580,1202.5969729743586
1581,1202.3290539287952
1582,1202.0611088069602
1583,1201.7932018263716
1584,1201.5253598620718
1585,1201.2575560483767
1586,1200.9897261592068
1587,1200.722025567806
1588,1200.4542988947237
1589,1200.1866104041967
1590,1199.9189870026476
1591,1199.651401793031
1592,1199.3837905025403
1593,1199.1163086293313
1594,1198.8488006690386
1595,1198.5813309326838
1596,1198.3139263581309
1597,1198.0465600169123
1598,1197.7791675894275
1599,1197.5119046989391
1600,1197.2446157159716
1601,1196.977364998399
1602,1196.7101795155875
1603,1196.4430323075862
1604,1196.1758590079342
1605,1195.9088153651953
1606,1195.6417456245897
1607,1195.3747141909098
1608,1195.107748065086
1609,1194.8408202556232
1610,1194.573866349132
1611,1194.3070422196736
1612,1194.0401919869682
1613,1193.7733801027937
1614,1193.506633599707
1615,1193.239925454605
1616,1192.9731912071059
1617,1192.7065868569618
1618,1192.4399563981988
1619,1192.1733643296457
1620,1191.9068377155488
1621,1191.6403495011357
1622,1191.373835178963
1623,1191.1074508746728
1624,1190.841040456398
1625,1190.5746684700878
1626,1190.3083620117388
1627,1190.0420939948474
1628,1189.7757998648415
1629,1189.50963587345
1630,1189.243445762716
1631,1188.9772941257754
1632,1188.7112080904396
1633,1188.445160538409
1634,1188.1790868679182
1635,1187.9131434569765
1636,1187.6471739213437
1637,1187.381242901408
1638,1187.115377556858
1639,1186.8495507375367
1640,1186.5836977944155
1641,1186.3179752319857
1642,1186.0522265395227
1643,1185.786516404736
1644,1185.5208720192536
1645,1185.2552662009991
1646,1184.989634253613
1647,1184.7241328082662
1648,1184.458605227552
1649,1184.1931162465687
1650,1183.9276930889469
1651,1183.6623085406275
1652,1183.3968978578537
1653,1183.1316177986726
1654,1182.8663115987977
1655,1182.6010440407838
1656,1182.3358423803286
1657,1182.0706793713252
1658,1181.805490222552
1659,1181.5404318191324
1660,1181.2753472697007
1661,1181.0103014043364
1662,1180.745321510866
1663,1180.4803803110733
1664,1180.2154129662038
1665,1179.950576488656
1666,1179.685713859786
1667,1179.4208899572652
1668,1179.1561321011138
1669,1178.891412980942
1670,1178.626667710394
1671,1178.3620534293439
1672,1178.0974129916694
1673,1177.8328113227033
1674,1177.5682757747209
1675,1177.3037790050969
1676,1177.0392560798055
1677,1176.7748642663967
1678,1176.5104462910695
1679,1176.2460671268848
1680,1175.98175415844
1681,1175.717480010809
1682,1175.453179702227
1683,1175.1890106281214
1684,1174.9248153868111
1685,1174.6606589991557
1686,1174.3965688821368
1687,1174.132517628462
1688,1173.8684402085626
1689,1173.604494145942
1690,1173.3405219108397
1691,1173.0765885719804
1692,1172.8127215787952
1693,1172.5488934915631
1694,1172.2850392328394
1695,1172.0213164544082
1696,1171.7575674982256
1697,1171.4938574809519
1698,1171.230213884531
1699,1170.966609236749
1700,1170.7029784122171
1701,1170.4394791912018
1702,1170.1759537871742
1703,1169.9124673647982
1704,1169.6490474385964
1705,1169.3856665037958
1706,1169.1222593869963
1707,1168.858983997148
1708,1168.5956824190353
1709,1168.3324198653938
1710,1168.0692238833904
1711,1167.806066935629
1712,1167.5428838006271
1713,1167.279832516223
1714,1167.0167550383103
1715,1166.753716627767
1716,1166.4907448644683
1717,1166.2278121783295
1718,1165.9648532997176
1719,1165.7020263955626
1720,1165.439173292663
1721,1165.1763593001092
1722,1164.9136120305486
1723,1164.6509038811448
1724,1164.3881695340435
1725,1164.1255672854707
1726,1163.8629388329264
1727,1163.6003495337818
1728,1163.3378270335236
1729,1163.075343696496
1730,1162.8128341565557
1731,1162.5504568394288
1732,1162.2880533131126
1733,1162.025688983328
1734,1161.7633915284666
1735,1161.5011332799886
1736,1161.2388488233914
1737,1160.9766967141059
1738,1160.7145183904215
1739,1160.45237930648
1740,1160.1903071736422
1741,1159.9282742904193
1742,1159.6662151938797
1743,1159.404288569364
1744,1159.1423357252495
1745,1158.8804221641674
1746,1158.6185756305144
1747,1158.3567683897866
1748,1158.094934930553
1749,1157.8332340682716
1750,1157.571506981199
1751,1157.3098192205277
1752,1157.048198563756
1753,1156.7866172432987
1754,1156.5250096991556
1755,1156.2635348771075
1756,1156.0020338250863
1757,1155.7405721429134
1758,1155.4791776412565
1759,1155.2178225193827
1760,1154.9564411686517
1761,1154.6951926653753
1762,1154.4339179269516
1763,1154.1726826019033
1764,1153.9115145341332
1765,1153.6503858896938
1766,1153.3892310112356
1767,1153.1282091058074
1768,1152.867160960067
1769,1152.6061522713094
1770,1152.3452109167376
1771,1152.0843090291244
1772,1151.8233809023395
1773,1151.5625858743772
1774,1151.3017646009475
1775,1151.040982828187
1776,1150.780268466667
1777,1150.5195936158132
1778,1150.2588925206437
1779,1149.9983246503075
1780,1149.7377305293573
1781,1149.4771759528433
1782,1149.2166888647714
1783,1148.9562413311533
1784,1148.6957675480853
1785,1148.4354271160792
1786,1148.1750604283216
1787,1147.9147333288472
1788,1147.6544737951644
1789,1147.394253859803
1790,1147.134007669867
1791,1146.87389495744
1792,1146.6137559841336
1793,1146.3536566430382
1794,1146.093624945231
1795,1145.8336328896942
1796,1145.573614574467
1797,1145.313729863415
1798,1145.0538188863654
1799,1144.7939475855349
1800,1144.5341440056384
1801,1144.2743801120412
1802,1144.0145899536471
1803,1143.7549335263145
1804,1143.4952508278764
1805,1143.2356078497455
1806,1142.9760326703429
1807,1142.7164972213498
1808,1142.4569355024635
1809,1142.1975076417452
1810,1141.9380535048217
1811,1141.678639132376
1812,1141.4192926366015
1813,1141.1599859154283
1814,1140.9006529192745
1815,1140.6414539086165
1816,1140.382228616664
1817,1140.1230431334404
1818,1139.8639256049807
1819,1139.6048478953946
1820,1139.3457439057515
1821,1139.0867740291528
1822,1138.8277778661795
1823,1138.5688215562684
1824,1138.3099332793638
1825,1138.0510848656875
1826,1137.7922101668864
1827,1137.5334697089008
1828,1137.2747029594702
1829,1137.0159761075174
1830,1136.7573173669634
1831,1136.4986985340743
1832,1136.240053411002
1833,1135.98154265674
1834,1135.7230056059723
1835,1135.4645084971792
1836,1135.2060795783284
1837,1134.947690611661
1838,1134.689275349763
1839,1134.4309945848918
1840,1134.1726875184643
1841,1133.9144204385912
1842,1133.6562216273549
1843,1133.398062812903
1844,1133.139877698182
1845,1132.881827208929
1846,1132.6237504130793
1847,1132.3657136484455
1848,1132.1077452312948
1849,1131.8498168556118
1850,1131.591862174632
1851,1131.3340422477852
1852,1131.0761960093114
1853,1130.818389846798
1854,1130.5606521107654
1855,1130.3029544609672
1856,1130.0452305008541
1857,1129.7876414237646
1858,1129.5300260300276
1859,1129.272450757078
1860,1129.0149439897605
1861,1128.757477353526
1862,1128.4999844019692
1863,1128.242626462551
1864,1127.9852422014758
1865,1127.7278981060983
1866,1127.4706225956568
1867,1127.21338726123
1868,1126.9561256064837
1869,1126.6989990932186
1870,1126.4418462532956
1871,1126.184733624065
1872,1125.9276896592262
1873,1125.6706859154187
1874,1125.413655846305
1875,1125.1567610482398
1876,1124.8998399185277
1877,1124.6429590445857
1878,1124.3861469146457
1879,1124.1293750508366
1880,1123.872576856744
1881,1123.6159140634968
1882,1123.359224933623
1883,1123.1025761046808
1884,1122.8459960995046
1885,1122.5894564056434
1886,1122.3328903765325
1887,1122.07645987829
1888,1121.8200030384523
1889,1121.563586544792
1890,1121.307238954817
1891,1121.0509317214241
1892,1120.7945981478258
1893,1120.5384002353483
1894,1120.2821759763174
1895,1120.0259921087938
1896,1119.7698772250287
1897,1119.5138027431988
1898,1119.257701916218
1899,1119.0017368808387
1900,1118.7457454939588
1901,1118.489794544001
1902,1118.2339126580307
1903,1117.9780712194322
1904,1117.722203430748
1905,1117.4664715643771
1906,1117.2107133415682
1907,1116.9549956011804
1908,1116.6993470051652
1909,1116.4437389020434
1910,1116.1881044439126
1911,1115.9326060390358
1912,1115.6770812727948
1913,1115.4215970345595
1914,1115.1661820212378
1915,1114.9108075464167
1916,1114.6554067116738
1917,1114.400142061356
1918,1114.144851044759
1919,1113.8896006018376
1920,1113.634419464528
1921,1113.3792789114107
1922,1113.1241119934693
1923,1112.8690813913568
1924,1112.6140244180606
1925,1112.3590080641948
1926,1112.1040610967962
1927,1111.849154759367
1928,1111.5942220522236
1929,1111.339425792544
1930,1111.0846031567871
1931,1110.829821186302
1932,1110.5751086832963
1933,1110.320436856124
1934,1110.0657386543573
1935,1109.811177031922
1936,1109.5565890285277
1937,1109.3020417363316
1938,1109.0475639927854
1939,1108.7931269710225
1940,1108.5386635697967
1941,1108.284336880003
1942,1108.0299838043786
1943,1107.7756714859668
1944,1107.5214287975334
1945,1107.267226876919
1946,1107.0129985719843
1947,1106.7589071108166
1948,1106.5047892589585
1949,1106.2507122104123
1950,1105.9967048733326
1951,1105.7427383501945
1952,1105.4887454378893
1953,1105.2348895019206
1954,1104.9810071704135
1955,1104.7271656884043
1956,1104.4733939995087
1957,1104.219663170764
1958,1103.965905948018
1959,1103.712285834412
1960,1103.4586393204306
1961,1103.2050337022204
1962,1102.9514979589312
1963,1102.698003122089
1964,1102.4444818864215
1965,1102.1910978929347
1966,1101.9376874942466
1967,1101.6843180376902
1968,1101.4310185380225
1969,1101.1777599911845
1970,1100.92447504071
1971,1100.6713274656925
1972,1100.4181534806592
1973,1100.1650204842056
1974,1099.9119575267687
1975,1099.6589355686326
1976,1099.4058872020596
1977,1099.1529763444569
1978,1098.9000390720364
1979,1098.647142834731
1980,1098.3943167187308
1981,1098.1415316485907
1982,1097.888720165225
1983,1097.6360463245805
1984,1097.3833460643268
1985,1097.1306868858123
1986,1096.8780979110538
1987,1096.6255500288019
1988,1096.372975728548
1989,1096.120539205004
1990,1095.8680762570714
1991,1095.6156544375904
1992,1095.3633029044775
1993,1095.110992510607
1994,1094.8586556939692
1995,1094.6064567882684
1996,1094.3542314534127
1997,1094.1020472938083
1998,1093.8499335033475
1999,1093.5978608989526
2000,1093.3457618670373
2001,1093.093800880526
2002,1092.8418134601052
2003,1092.589867261824
2004,1092.3379915156247
2005,1092.0861570024033
2006,1091.8342960569214
2007,1091.58257329155
2008,1091.3308240875256
2009,1091.0791161526195
2010,1090.8274787528962
2011,1090.5758826331528
2012,1090.3242600764195
2013,1090.0727758347446
2014,1089.8212651496854
2015,1089.5697957808115
2016,1089.3183970303864
2017,1089.0670396070316
2018,1088.8156557419704
2019,1088.564410327156
2020,1088.313138464239
2021,1088.061907964664
2022,1087.810748166967
2023,1087.5596297435206
2024,1087.3084848736635
2025,1087.0574785894844
2026,1086.8064458524955
2027,1086.5554545260952
2028,1086.3045339851674
2029,1086.05365486576
2030,1085.8027492952501
2031,1085.5519824460914
2032,1085.301189139429
2033,1085.0504372906914
2034,1084.799756311186
2035,1084.5491168005613
2036,1084.298450834154
2037,1084.0479237250147
2038,1083.79737015369
2039,1083.5468580877161
2040,1083.296416974901
2041,1083.0460173784159
2042,1082.7955913214817
2043,1082.5453042579754
2044,1082.294990727615
2045,1082.0447187501225
2046,1081.7945178098796
2047,1081.5443584335083
2048,1081.2941725920336
2049,1081.0441258803912
2050,1080.7940526972382
2051,1080.5440211145606
2052,1080.2940606533916
2053,1080.0441418037256
2054,1079.7941964843142
2055,1079.5443904313854
2056,1079.2945579023021
2057,1079.0447670213928
2058,1078.7950473464175
2059,1078.5453693306683
2060,1078.2956648405445
2061,1078.0460997537991
2062,1077.796508186268
2063,1077.5469583147012
2064,1077.2974797336612
2065,1077.0480428596613
2066,1076.7985795066713
2067,1076.549255694201
2068,1076.2999053963274
2069,1076.0505968422992
2070,1075.8013596635599
2071,1075.5521642397655
2072,1075.3029423323783
2073,1075.0538601029
2074,1074.804751383413
2075,1074.5556844557448
2076,1074.306688988295
2077,1074.0577353237882
2078,1073.808755171098
2079,1073.5599148339538
2080,1073.311048002209
2081,1073.062223010348
2082,1072.8134695638043
2083,1072.5647579682936
2084,1072.3160198800226
2085,1072.0674217451824
2086,1071.8187971111627
2087,1071.5702143651843
2088,1071.3217032497926
2089,1071.0732340336147
2090,1070.8247383201135
2091,1070.5763826981768
2092,1070.3280005724957
2093,1070.0796603831056
2094,1069.8313919097407
2095,1069.583165383864
2096,1069.3349123561145
2097,1069.086799558313
2098,1068.8386602522148
2099,1068.5905629307501
2100,1068.34253741092
2101,1068.0945538869457
2102,1067.8465438565615
2103,1067.5986741947595
2104,1067.350778020122
2105,1067.1029238785545
2106,1066.855141624401
2107,1066.607401414565
2108,1066.3596346937948
2109,1066.1120084804925
2110,1065.8643557498292
2111,1065.616745100765
2112,1065.3692064250672
2113,1065.12170984224
2114,1064.8741867439696
2115,1064.6268042923036
2116,1064.379395318765
2117,1064.1320284754484
2118,1063.8847336916224
2119,1063.6374810493141
2120,1063.3902018870667
2121,1063.1430635108134
2122,1062.8958986081889
2123,1062.6487758845037
2124,1062.4017253066052
2125,1062.1547169189664
2126,1061.9076820069058
2127,1061.6607880204817
2128,1061.4138675032025
2129,1061.166989213673
2130,1060.9201831563998
2131,1060.6734193382226
2132,1060.426628991155
2133,1060.1799797096194
2134,1059.933303892759
2135,1059.6866703525538
2136,1059.4401091312473
2137,1059.193590197967
2138,1058.9470447313424
2139,1058.7006404704005
2140,1058.4542096696769
2141,1058.2078211946089
2142,1057.9615051252563
2143,1057.7152313929553
2144,1057.4689311228692
2145,1057.2227721988713
2146,1056.9765867306498
2147,1056.730443637179
2148,1056.4843730364146
2149,1056.2383448218227
2150,1055.9922900650192
2151,1055.7463767949648
2152,1055.5004369762592
2153,1055.2545395814943
2154,1055.0087147666027
2155,1054.7629323870985
2156,1054.5171234609713
2157,1054.2714561625105
2158,1054.0257623109849
2159,1053.780110932686
2160,1053.534532221602
2161,1053.288995995217
2162,1053.0434332178113
2163,1052.7980122092465
2164,1052.5525646432177
2165,1052.3071595997972
2166,1052.0618273111095
2167,1051.816537556528
2168,1051.5712212465426
2169,1051.3260468468309
2170,1051.0808458852698
2171,1050.8356874957956
2172,1050.5906019487477
2173,1050.34555898531
2174,1050.1004894620994
2175,1049.8555619908536
2176,1049.6106079533884
2177,1049.3656965375835
2178,1049.1208580520774
2179,1048.8760621997806
2180,1048.631239783357
2181,1048.3865595608488
2182,1048.1418527677652
2183,1047.8971886460126
2184,1047.6525975426082
2185,1047.408049122109
2186,1047.1634741331443
2187,1046.919041480305
2188,1046.6745822525495
2189,1046.430165745893
2190,1046.1858223458112
2191,1045.9415216784287
2192,1045.6971944382556
2193,1045.453009676679
2194,1045.20879833586
2195,1044.9646297660054
2196,1044.7205343911305
2197,1044.4764817988462
2198,1044.2324026294623
2199,1043.9884660814066
2200,1043.7445029497972
2201,1043.5005826391146
2202,1043.2567356119969
2203,1043.012931417458
2204,1042.7691006415246
2205,1042.5254126299135
2206,1042.2816980304533
2207,1042.03802630198
2208,1041.7944279458359
2209,1041.5508724723566
2210,1041.307290413204
2211,1041.0638512616304
2212,1040.8203855179265
2213,1040.5769626953681
2214,1040.3336133340833
2215,1040.090306905648
2216,1039.8469738872755
2217,1039.6037839200014
2218,1039.3605673563325
2219,1039.117393764065
2220,1038.8742937221966
2221,1038.63123666346
2222,1038.388153010538
2223,1038.145212552499
2224,1037.9022454938142
2225,1037.6593214568868
2226,1037.4164710596647
2227,1037.1736636959563
2228,1036.9308297338291
2229,1036.6881391106338
2230,1036.4454218825583
2231,1036.202747726694
2232,1035.9601473000237
2233,1035.7175899573476
2234,1035.4750060120348
2235,1035.232565549969
2236,1034.9900984788035
2237,1034.7476745304027
2238,1034.5053244008664
2239,1034.2630174059043
2240,1034.0206838041033
2241,1033.7784938301304
2242,1033.536277242854
2243,1033.2941038289962
2244,1033.0520043238553
2245,1032.8099480039684
2246,1032.5678650730563
2247,1032.3259259148201
2248,1032.0839601390933
2249,1031.8420375875373
2250,1031.600189034735
2251,1031.3583837179663
2252,1031.1165517860022
2253,1030.8748637718295
2254,1030.6331491359942
2255,1030.3914777751827
2256,1030.1498805033455
2257,1029.9083265184213
2258,1029.6667459141472
2259,1029.425309373049
2260,1029.1838462061323
2261,1028.9424263651927
2262,1028.7010807036322
2263,1028.4597783799647
2264,1028.2184494328094
2265,1027.9772646944828
2266,1027.7360533261983
2267,1027.494885334945
2268,1027.2537916136605
2269,1027.01274128135
2270,1026.771664321429
2271,1026.5307317162606
2272,1026.2897724770107
2273,1026.0488566659467
2274,1025.808015215627
2275,1025.5672172054637
2276,1025.326392563584
2277,1025.0857124226504
2278,1024.8450056435283
2279,1024.6043423438484
2280,1024.363753495874
2281,1024.1232081393393
2282,1023.8826361469988
2283,1023.6422088020704
2284,1023.4017548148619
2285,1023.1613443584539
2286,1022.9210084448995
2287,1022.6807160741696
2288,1022.4403970635607
2289,1022.2002228471014
2290,1021.9600219842881
2291,1021.719864703735
2292,1021.4797820573707
2293,1021.2397430053179
2294,1020.9996773093299
2295,1020.7597565545019
2296,1020.519809149262
2297,1020.2799053778443
2298,1020.040076332138
2299,1019.8002909323328
2300,1019.5604788845527
2301,1019.3208119252167
2302,1019.0811183114278
2303,1018.8414683831257
2304,1018.6018932722463
2305,1018.3623618589596
2306,1018.1228037936754
2307,1017.8833909643936
2308,1017.6439514766349
2309,1017.4045557261306
2310,1017.1652348849484
2311,1016.9259577931543
2312,1016.686654045356
2313,1016.4474956813939
2314,1016.2083106549484
2315,1015.9691694176271
2316,1015.7301031817174
2317,1015.4910807470937
2318,1015.2520316524774
2319,1015.0131280898066
2320,1014.7741978606618
2321,1014.5353114726157
2322,1014.2965001782601
2323,1014.0577327371925
2324,1013.81893863216
2325,1013.5802902074596
2326,1013.3416151123121
2327,1013.1029839103412
2328,1012.8644278945304
2329,1012.6259157841123
2330,1012.3873770057759
2331,1012.1489840564345
2332,1011.9105644326905
2333,1011.672188754305
2334,1011.4338883547402
2335,1011.1956319127777
2336,1010.9573487989597
2337,1010.7192116630786
2338,1010.4810478488571
2339,1010.2429280322798
2340,1010.0048835873754
2341,1009.7668831523875
2342,1009.5288560416242
2343,1009.2909750580188
2344,1009.0530673921521
2345,1008.8152037763206
2346,1008.5774156252064
2347,1008.3396715364275
2348,1008.1019007679712
2349,1007.8642762761734
2350,1007.6266250982115
2351,1007.38901802278
2352,1007.1514865053033
2353,1006.9139991026856
2354,1006.6764850165067
2355,1006.4391173567666
2356,1006.2017230069774
2357,1005.9643728123198
2358,1005.7270982690479
2359,1005.4898678932637
2360,1005.2526108300518
2361,1005.0155003433412
2362,1004.7783631627141
2363,1004.5412701899253
2364,1004.3042529621465
2365,1004.0672799545904
2366,1003.8302802557583
2367,1003.5934272837718
2368,1003.3565476140194
2369,1003.1197122049176
2370,1002.8829526346448
2371,1002.6462373374362
2372,1002.4094953451208
2373,1002.1729002302785
2374,1001.9362784138384
2375,1001.6997009109682
2376,1001.4631993409411
2377,1001.226742096925
2378,1000.9902581539905
2379,1000.7539212394391
2380,1000.5175576194778
2381,1000.2812383661113
2382,1000.0449951397974
2383,999.8087962925489
2384,999.5725707425881
2385,999.3364923722053
2386,999.1003872926182
2387,998.8643266327576
2388,998.6283420943561
2389,998.3924019881806
2390,998.1564351755178
2391,997.9206156939132
2392,997.6847694993277
2393,997.4489677777086
2394,997.2132422721514
2395,996.9775612520881
2396,996.7418535217811
2397,996.5062932742982
2398,996.2707063100771
2399,996.0351638721692
2400,995.7996977451234
2401,995.5642761569476
2402,995.3288278547893
2403,995.0935271875088
2404,994.8581997997512
2405,994.6229169917618
2406,994.3877105896325
2407,994.1525487798568
2408,993.9173602523797
2409,993.6823195121207
2410,993.4472520476643
2411,993.2122292165392
2412,992.9772828864715
2413,992.7423812023493
2414,992.5074527968253
2415,992.2726723311484
2416,992.0378651375731
2417,991.8031026310006
2418,991.5684167208811
2419,991.3337755104081
2420,991.0991075748525
2421,990.8645877320618
2422,990.6300411576905
2423,990.3955393241022
2424,990.1611141825633
2425,989.9267337944802
2426,989.6923266776525
2427,989.4580678067973
2428,989.2237822006995
2429,988.989541389274
2430,988.755377365694
2431,988.521258149489
2432,988.2871122008961
2433,988.053114651775
2434,987.8190903637677
2435,987.5851109244319
2436,987.3512083689387
2437,987.117350674849
2438,986.8834662447483
2439,986.6497303679095
2440,986.4159677485604
2441,986.1822500319921
2442,985.9486092954653
2443,985.7150134744803
2444,985.4813909138805
2445,985.2479170606256
2446,985.0144164612557
2447,984.7809608188855
2448,984.5475822529585
2449,984.3142486568217
2450,984.0808883174859
2451,983.8476768398714
2452,983.6144386125571
2453,983.3812453965724
2454,983.148129353634
2455,982.9150583348459
2456,982.6819605692943
2457,982.4490118201339
2458,982.216036317709
2459,981.9831058810538
2460,981.750252714253
2461,981.5174446260722
2462,981.2846097875841
2463,981.0519241204519
2464,980.8192116965101
2465,980.5865443928901
