step,avg_chi
520,1509.267354596753
521,1508.9367957893603
522,1508.6062793552944
523,1508.275862235212
524,1507.9454875345027
525,1507.615212206152
526,1507.2849793432897
527,1506.9548459112357
528,1506.6247549908583
529,1506.2947635598136
530,1505.964814686704
531,1505.634965361529
532,1505.3051586406182
533,1504.97545152632
534,1504.6457870626862
535,1504.3162222644187
536,1503.9867001632872
537,1503.6572777863537
538,1503.3278981530984
539,1502.9986183029487
540,1502.6693812430924
541,1502.3402440253258
542,1502.0111496445381
543,1501.682155164902
544,1501.3532035690032
545,1501.0243519333937
546,1500.6955432283528
547,1500.3668345428166
548,1500.03816883475
549,1499.7096032054826
550,1499.3810806006597
551,1499.0526581340062
552,1498.724278738844
553,1498.3959995413004
554,1498.067763462367
555,1497.739627640579
556,1497.4115349845945
557,1497.0835426453596
558,1496.7555935191929
559,1496.4277447694583
560,1496.0999392801302
561,1495.7722342269963
562,1495.4445724816803
563,1495.1170112323973
564,1494.789493338417
565,1494.462076000389
566,1494.1347020652217
567,1493.807428746004
568,1493.480198877278
569,1493.1530696845787
570,1492.8259839900772
571,1492.4989990317565
572,1492.1720576194139
573,1491.8452170034873
574,1491.5184199813918
575,1491.1917238160258
576,1490.8650712924202
577,1490.5385196859377
578,1490.2120117692168
579,1489.8856048300938
580,1489.5592416288084
581,1489.2329794656744
582,1488.9067610885306
583,1488.5806438101708
584,1488.2545703660278
585,1487.928598081383
586,1487.6026696792558
587,1487.2768424974208
588,1486.9510592464806
589,1486.6253772767075
590,1486.2997392862806
591,1485.9742026379765
592,1485.6487100175466
593,1485.3233188002748
594,1484.997971659481
595,1484.6727259829622
596,1484.3475244316003
597,1484.0224244057124
598,1483.6973685537353
599,1483.3724142885128
600,1483.0475042460323
601,1482.722695851667
602,1482.3979317289513
603,1482.073269315794
604,1481.74865122327
605,1481.4241349018284
606,1481.0996629500814
607,1480.775292831023
608,1480.4509671307962
609,1480.1267433249477
610,1479.8025639871441
611,1479.4784866054904
612,1479.1544537411726
613,1478.8305228948577
614,1478.506636615247
615,1478.1828524155771
616,1477.859112832056
617,1477.5354753904946
618,1477.2118826146059
619,1476.8883920427782
620,1476.5649461862242
621,1476.2416025959176
622,1475.9183037705627
623,1475.5951072737237
624,1475.2719555915937
625,1474.9489063003311
626,1474.625901873612
627,1474.3029999001976
628,1473.9801428412393
629,1473.6573882981045
630,1473.3346787194184
631,1473.0120717191592
632,1472.6895097334188
633,1472.367050388794
634,1472.0446361088368
635,1471.722324532766
636,1471.4000580715929
637,1471.077894377162
638,1470.7557758479359
639,1470.4337601483937
640,1470.1117896644428
641,1469.7899220732018
642,1469.4680997480189
643,1469.1463803786567
644,1468.8247063258978
645,1468.5031352921562
646,1468.1816096256443
647,1467.8601870414302
648,1467.538809875152
649,1467.217535854539
650,1466.8963073026473
651,1466.5751819598736
652,1466.2541021366872
653,1465.9331255861573
654,1465.6121946061628
655,1465.291366962448
656,1464.9705849402962
657,1464.6499063181348
658,1464.3292733686449
659,1464.0087438829426
660,1463.6882601211012
661,1463.3678798869305
662,1463.0475454278912
663,1462.7273145604931
664,1462.4071295195788
665,1462.087048134362
666,1461.767012627063
667,1461.4470808396054
668,1461.1271949815803
669,1460.8074129076292
670,1460.4876768147071
671,1460.1680445701768
672,1459.8484583583559
673,1459.5289760593325
674,1459.20953984478
675,1458.8902076075194
676,1458.5709215065729
677,1458.2517394475005
678,1457.9326035766687
679,1457.6135718123812
680,1457.2945862883425
681,1456.975704935607
682,1456.6568698752126
683,1456.3381390509678
684,1456.0194545712395
685,1455.7008743925962
686,1455.3823406107276
687,1455.0639111949686
688,1454.745528228326
689,1454.4272496929054
690,1454.1090176590278
691,1453.7908901215749
692,1453.472809138173
693,1453.1548327164883
694,1452.8369029014477
695,1452.519077713505
696,1452.201299184885
697,1451.8836253488334
698,1451.5659982248662
699,1451.2484758590288
700,1450.9310002581212
701,1450.6136294809949
702,1450.2963055217297
703,1449.9790864519862
704,1449.6619142531197
705,1449.3448470096075
706,1449.0278266900725
707,1448.710911391814
708,1448.3940430707196
709,1448.0772798369146
710,1447.7605636335447
711,1447.443952583569
712,1447.1273886173851
713,1446.8109298707907
714,1446.494518261432
715,1446.1782119379486
716,1445.8619528052293
717,1445.5457990247648
718,1445.2296924886787
719,1444.9136913713173
720,1444.597737552036
721,1444.2818892180414
722,1443.9660882359149
723,1443.6503928057289
724,1443.3347447812855
725,1443.0192023755287
726,1442.7037074294765
727,1442.38831816895
728,1442.0729764221753
729,1444.8065203508606
730,1444.4908944146773
731,1444.1753742397586
732,1443.8599016445223
733,1443.5445348776345
734,1443.2292157447118
735,1442.914002507314
736,1442.5988369582521
737,1442.2837773719857
738,1441.9687655285124
739,1441.6538597152
740,1441.339001699226
741,1441.0242497808704
742,1440.7095457144885
743,1440.394947813277
744,1440.080397818762
745,1439.7659540570637
746,1439.4515582568736
747,1439.1372687572396
748,1438.8230272740159
749,1438.5088921591835
750,1438.1948051157506
751,1437.880824508639
752,1437.5668920280052
753,1437.253066051718
754,1436.9392882570783
755,1436.6256170349043
756,1436.3119940496351
757,1435.998477705048
758,1435.6850096527135
759,1435.3716483093715
760,1435.0583353137215
761,1434.7451290954698
762,1434.4319712804381
763,1434.118920311308
764,1433.805917801017
765,1433.4930222052253
766,1433.1801751239825
767,1432.8674350259346
768,1432.5547434982357
769,1432.242159022523
770,1431.9296231730505
771,1431.617194444453
772,1431.3048143980784
773,1430.9925415415637
774,1430.6803174233462
775,1430.3682005640712
776,1430.0561324992584
777,1429.744171762568
778,1429.4322598765978
779,1429.120455388027
780,1428.8086998065255
781,1428.497051691799
782,1428.1854525405836
783,1427.8739609256154
784,1427.5625183306931
785,1427.2511833415895
786,1426.9398974291578
787,1426.6287191922147
788,1426.3175900886627
789,1426.006568730367
790,1425.6955965622765
791,1425.3847322093081
792,1425.0739171034502
793,1424.7632098826816
794,1424.452551966022
795,1424.142002004516
796,1423.8315014042125
797,1423.521108829227
798,1423.2107656726305
799,1422.9005306116162
800,1422.5903450262715
801,1422.280267606873
802,1421.9702397205192
803,1421.660320070574
804,1421.350450011144
805,1421.0406882586874
806,1420.7309761543086
807,1420.4213724275676
808,1420.1118184065642
809,1419.802372833963
810,1419.4929770248534
811,1419.1836897350124
812,1418.874452266512
813,1418.5653233882465
814,1418.2562443892668
815,1417.9472740515905
816,1417.6383536512396
817,1417.3295419833628
818,1417.020780310947
819,1416.712127442276
820,1416.4035246272997
821,1416.0950306874408
822,1415.7865868596048
823,1415.4782519783628
824,1415.169967267568
825,1414.8617915749446
826,1414.553666111291
827,1414.245649737489
828,1413.9376836512756
829,1413.6298267266968
830,1413.3220201484226
831,1413.0143228036686
832,1412.706675864033
833,1412.399138229907
834,1412.0916510598101
835,1411.7842732673153
836,1411.4769459978581
837,1411.1697281781999
838,1410.8625609406856
839,1410.5555032252698
840,1410.2484961512046
841,1409.941598671641
842,1409.6347518927307
843,1409.3280147808312
844,1409.0213284289875
845,1408.7147518167667
846,1408.4082260241028
847,1408.1018100437798
848,1407.7954449426131
849,1407.4891897266104
850,1407.1829854494636
851,1406.876891130408
852,1406.570847810007
853,1406.2649145207308
854,1405.9590322900076
855,1405.653260163548
856,1405.3475391556403
857,1405.0419283252404
858,1404.7363686734907
859,1404.4309192726002
860,1404.1255211105588
861,1403.820233272833
862,1403.5149967342568
863,1403.2098705935596
864,1402.904795812412
865,1402.599831502814
866,1402.2949186132676
867,1401.990116269047
868,1401.6853654054812
869,1401.3807251611263
870,1401.0761364581301
871,1400.771658448337
872,1400.467232040708
873,1400.1629164003814
874,1399.8586524231284
875,1399.5544992873838
876,1399.250397875723
877,1398.9464073798865
878,1398.642468669247
879,1398.338640948855
880,1398.0348650748754
881,1397.7312002656754
882,1397.4275873642061
883,1397.1240856021584
884,1396.8206358092611
885,1396.5172972305356
886,1396.214010682487
887,1395.9108354234686
888,1395.6077122567542
889,1395.3047004540404
890,1395.001740805362
891,1394.6988925957623
892,1394.396096602035
893,1394.093412122574
894,1393.7907799209254
895,1393.488259308843
896,1393.1857910366173
897,1392.8834344293662
898,1392.5811302241218
899,1392.278937759372
900,1391.9767977588829
901,1391.6747695745191
902,1391.3727939167763
903,1391.0709301509003
904,1390.7691189741097
905,1390.467419765039
906,1390.1657732076246
907,1389.8642386938955
908,1389.5627568944985
909,1389.2613872148634
910,1388.9600703123435
911,1388.6588656057747
912,1388.3577137392087
913,1388.0566741448959
914,1387.7556874535815
915,1387.4548131109332
916,1387.1539917343864
917,1386.8532827830315
918,1386.552626860988
919,1386.2520834407762
920,1385.9515931131925
921,1385.6512153641927
922,1385.3508907712458
923,1385.050678833749
924,1384.7505201158367
925,1384.4504741303563
926,1384.1504814280995
927,1383.850601535368
928,1383.5507749896096
929,1383.2510613305851
930,1382.9514010823896
931,1382.651853798252
932,1382.3523599889086
933,1382.0529792210607
934,1381.753651992082
935,1381.4544378821513
936,1381.1552773752737
937,1380.856230065113
938,1380.5572364222983
939,1380.2583560539836
940,1379.9595294174187
941,1379.660816133253
942,1379.3621566453494
943,1379.0636105878614
944,1378.7651183912587
945,1378.4667397032033
946,1378.1684149407665
947,1377.8702037651258
948,1377.572046579948
949,1377.2740030599314
950,1376.9760135953327
951,1376.6781378743772
952,1376.380316273907
953,1376.0826084956796
954,1375.7849549031143
955,1375.4874152115092
956,1375.1899297708571
957,1374.892558309999
958,1374.5952411654955
959,1374.2980380797392
960,1374.0008893758513
961,1373.703854809782
962,1373.4068746912078
963,1373.1100087896411
964,1372.8131974013093
965,1372.5165003092934
966,1372.2198577963638
967,1371.923329659179
968,1371.6268561670456
969,1371.3304971302034
970,1371.034192804492
971,1370.7380030137385
972,1370.441868000308
973,1370.1458476016223
974,1369.8498820465659
975,1369.5540311861607
976,1369.2582352358065
977,1368.96255406013
978,1368.66692786104
979,1368.371416516776
980,1368.075960215748
981,1367.7806188498143
982,1367.4853325938823
983,1367.1901613534349
984,1366.8950452898691
985,1366.6000443222995
986,1366.3050985986072
987,1366.010268051544
988,1365.7154928154712
989,1365.4208328367815
990,1365.1262282363098
991,1364.8317389740994
992,1364.5373051574513
993,1364.2429867600638
994,1363.9487238757001
995,1363.6545764917194
996,1363.3604846883397
997,1363.0665084665895
998,1362.7725878931353
999,1362.4787829826791
1000,1362.1850337883318
1001,1361.8914003384746
1002,1361.5978226726568
1003,1361.304360832946
1004,1361.010954845322
1005,1360.7176647655451
1006,1360.424430606022
1007,1360.1313124362116
1008,1359.8382502549393
1009,1359.545304145369
1010,1359.2524140927408
1011,1358.9596401939289
1012,1358.6669224205825
1013,1358.374320883292
1014,1358.0816945954427
1015,1357.7891845889333
1016,1357.4966498264332
1017,1357.2042313905888
1018,1356.9117881933196
1019,1356.6194613680543
1020,1356.3271097759252
1021,1356.0348746011816
1022,1355.7426146541331
1023,1355.4504711698835
1024,1355.158302907885
1025,1354.8662511541304
1026,1354.57417461718
1027,1354.282214633953
1028,1353.9902298620784
1029,1353.6983616894383
1030,1353.4064687226976
1031,1353.1146924007346
1032,1352.8228912792142
1033,1352.531206848049
1034,1352.239497611865
1035,1351.947905111646
1036,1351.6562878009454
1037,1351.364787271851
1038,1351.073261926809
1039,1350.7818534090484
1040,1350.49042006987
1041,1350.1991036036804
1042,1349.907762310601
1043,1349.616537936251
1044,1349.3252887295343
1045,1349.0341564873215
1046,1348.7429994072627
1047,1348.4519593375137
1048,1348.1608944244367
1049,1347.8699465675088
1050,1347.578973861767
1051,1347.288118258048
1052,1346.9972378000255
1053,1346.7064744899305
1054,1346.4156863200412
1055,1346.1250153440176
1056,1345.8343195027044
1057,1345.5437409012293
1058,1345.2531374289654
1059,1344.9626512425448
1060,1344.6721401798343
1061,1344.3817464490044
1062,1344.0913278363798
1063,1343.801026601708
1064,1343.5107004797328
1065,1343.2204917818149
1066,1342.930258191083
1067,1342.6401420705463
1068,1342.3500010516807
1069,1342.0599775491812
1070,1341.7699291428355
1071,1341.4799982990608
1072,1341.190042545919
1073,1340.9002044015858
1074,1340.6103413423614
1075,1340.320595938218
1076,1340.0308256136552
1077,1339.7411729904782
1078,1339.4514954413519
1079,1339.1619356399494
1080,1338.8723509070633
1081,1338.582883968274
1082,1338.2933920924636
1083,1338.0040180571557
1084,1337.714619079287
1085,1337.4253379883592
1086,1337.136031949327
1087,1336.8468438437092
1088,1336.5576307844397
1089,1336.2685357050912
1090,1335.9794156665419
1091,1335.690413654453
1092,1335.40138667761
1093,1335.1124777738023
1094,1334.8235438996835
1095,1334.5347281452075
1096,1334.2458874148613
1097,1333.9571648507995
1098,1333.6684173053036
1099,1333.379787972769
1100,1333.0911336532336
1101,1332.8025975933685
1102,1332.514036540934
1103,1332.2255937949126
1104,1331.9371260507487
1105,1331.6487766597763
1106,1331.3604022650848
1107,1331.0721462703957
1108,1330.783865266409
1109,1330.4957027092707
1110,1330.207515137251
1111,1329.91944605896
1112,1329.6313519602018
1113,1329.3433764020851
1114,1329.0553758179133
1115,1328.7674938213304
1116,1328.4795867930995
1117,1328.1917983994406
1118,1327.9039849685375
1119,1327.616290219222
1120,1327.328570427065
1121,1327.0409693635456
1122,1326.753343251581
1123,1326.4658359153407
1124,1326.1783035250496
1125,1325.890889957601
1126,1325.6034513304933
1127,1325.3161315733819
1128,1325.028786750999
1129,1324.7415608458007
1130,1324.4543098697156
1131,1324.1671778580376
1132,1323.880020769854
1133,1323.5929826933343
1134,1323.3059195346873
1135,1323.0189754349958
1136,1322.7320062475517
1137,1322.4451561663889
1138,1322.1582809918452
1139,1321.8715249709442
1140,1321.5847438510293
1141,1321.2980819321529
1142,1321.0113949086276
1143,1320.72482713357
1144,1320.438234248226
1145,1320.1517606588143
1146,1319.865261953474
1147,1319.578882591566
1148,1319.292478108084
1149,1319.0061930155684
1150,1318.719882795831
1151,1318.4336920146286
1152,1318.1474761005522
1153,1317.861379672616
1154,1317.57525810615
1155,1317.289256073463
1156,1317.0032288965886
1157,1316.7173213011665
1158,1316.4313885558947
1159,1316.1455754397853
1160,1315.85973716816
1161,1315.5740185734412
1162,1315.2882748175386
1163,1315.002650786321
1164,1314.7170015882482
1165,1314.4314721626743
1166,1314.1459175645698
1167,1313.8604827868135
1168,1313.5750228308486
1169,1313.2896827431157
1170,1313.0043174714926
1171,1312.7190721160216
1172,1312.4338015709745
1173,1312.148650990034
1174,1311.86347521383
1175,1311.5784194497223
1176,1311.2933384846588
1177,1311.0083775797177
1178,1310.7233914681249
1179,1310.4385254647154
1180,1310.1536342489567
1181,1309.8688631894768
1182,1309.584066911945
1183,1309.2993908388246
1184,1309.0146895419468
1185,1308.7301084976473
1186,1308.445502223882
1187,1308.1610162508975
1188,1307.8765050427353
1189,1307.5921141835918
1190,1307.3076980835556
1191,1307.0234023808118
1192,1306.7390814314565
1193,1306.4548809277028
1194,1306.1706551716152
1195,1305.8865499094752
1196,1305.6024193892756
1197,1305.3184094114033
1198,1305.0343741697436
1199,1304.7504595188277
1200,1304.4665195983914
1201,1304.182700317152
1202,1303.8988557606565
1203,1303.6151318918453
1204,1303.3313827420395
1205,1303.0477543284421
1206,1302.7641006281076
1207,1302.4805677125414
1208,1302.197009504492
1209,1301.9135721298069
1210,1301.6301094568896
1211,1301.3467676659682
1212,1301.063400571062
1213,1300.78015440682
1214,1300.4968829328366
1215,1300.2137324382209
1216,1299.9305566281057
1217,1299.6475018460976
1218,1299.3644217428266
1219,1299.0814627164398
1220,1298.7984783630234
1221,1298.515615135303
1222,1298.2327265747842
1223,1297.94995918881
1224,1297.6671664642638
1225,1297.3844949631473
1226,1297.1017981176822
1227,1296.8192225445675
1228,1296.5366216213251
1229,1296.2541420193904
1230,1295.971637061544
1231,1295.689253474
1232,1295.406844524757
1233,1295.1245569948464
1234,1294.8422440974475
1235,1294.5600526684473
1236,1294.2778358661649
1237,1293.9957405813848
1238,1293.7136199175252
1239,1293.431620820307
1240,1293.1495963382101
1241,1292.8676934719306
1242,1292.5857652149678
1243,1292.303958623036
1244,1292.0221266346134
1245,1291.7404163604706
1246,1291.458680684027
1247,1291.1770667711496
1248,1290.8954274501568
1249,1290.6139099420536
1250,1290.332367020017
1251,1290.0509459602292
1252,1289.7694994806882
1253,1289.488174912792
1254,1289.2068249193173
1255,1288.9255968869218
1256,1288.6443434231194
1257,1288.3632119698661
1258,1288.082055079375
1259,1287.8010202489404
1260,1287.5199599754326
1261,1287.239021811526
1262,1286.9580581987072
1263,1286.677216745071
1264,1286.3963498366818
1265,1286.1156051370924
1266,1285.8348349769046
1267,1285.5541870751724
1268,1285.2735137069928
1269,1284.9929626469614
1270,1284.7123861146308
1271,1284.4319319401777
1272,1284.1514522875693
